GVKEY,LINKPRIM,LIID,LINKTYPE,LPERMNO,LPERMCO,LINKDT,LINKENDDT,iid,datadate,tic,cusip,conm,ajexdi,cshoc,prccd,trfd,exchg,ccmbegdt
001690,P,01,LU,14593,7,19801212,E,01,19831230,AAPL,037833100,APPLE INC,224.00000000,,24.37500000,,14,19830101
001690,P,01,LU,14593,7,19801212,E,01,19840102,AAPL,037833100,APPLE INC,,,,1,14,19830201
001690,P,01,LU,14593,7,19801212,E,01,19840103,AAPL,037833100,APPLE INC,224.00000000,,25.62500000,1,14,19830201
001690,P,01,LU,14593,7,19801212,E,01,19840104,AAPL,037833100,APPLE INC,224.00000000,,27.87500000,1,14,19830201
001690,P,01,LU,14593,7,19801212,E,01,19840105,AAPL,037833100,APPLE INC,224.00000000,,28.25000000,1,14,19830201
001690,P,01,LU,14593,7,19801212,E,01,19840106,AAPL,037833100,APPLE INC,224.00000000,,27.75000000,1,14,19830201
001690,P,01,LU,14593,7,19801212,E,01,19840109,AAPL,037833100,APPLE INC,224.00000000,,26.25000000,1,14,19830201
001690,P,01,LU,14593,7,19801212,E,01,19840110,AAPL,037833100,APPLE INC,224.00000000,,27.62500000,1,14,19830201
001690,P,01,LU,14593,7,19801212,E,01,19840111,AAPL,037833100,APPLE INC,224.00000000,,28.00000000,1,14,19830201
001690,P,01,LU,14593,7,19801212,E,01,19840112,AAPL,037833100,APPLE INC,224.00000000,,27.87500000,1,14,19830201
001690,P,01,LU,14593,7,19801212,E,01,19840113,AAPL,037833100,APPLE INC,224.00000000,,27.25000000,1,14,19830201
001690,P,01,LU,14593,7,19801212,E,01,19840116,AAPL,037833100,APPLE INC,224.00000000,,27.87500000,1,14,19830201
001690,P,01,LU,14593,7,19801212,E,01,19840117,AAPL,037833100,APPLE INC,224.00000000,,28.62500000,1,14,19830201
001690,P,01,LU,14593,7,19801212,E,01,19840118,AAPL,037833100,APPLE INC,224.00000000,,28.75000000,1,14,19830201
001690,P,01,LU,14593,7,19801212,E,01,19840119,AAPL,037833100,APPLE INC,224.00000000,,29.00000000,1,14,19830201
001690,P,01,LU,14593,7,19801212,E,01,19840120,AAPL,037833100,APPLE INC,224.00000000,,28.62500000,1,14,19830201
001690,P,01,LU,14593,7,19801212,E,01,19840123,AAPL,037833100,APPLE INC,224.00000000,,28.87500000,1,14,19830201
001690,P,01,LU,14593,7,19801212,E,01,19840124,AAPL,037833100,APPLE INC,224.00000000,,27.25000000,1,14,19830201
001690,P,01,LU,14593,7,19801212,E,01,19840125,AAPL,037833100,APPLE INC,224.00000000,,27.00000000,1,14,19830201
001690,P,01,LU,14593,7,19801212,E,01,19840126,AAPL,037833100,APPLE INC,224.00000000,,27.62500000,1,14,19830201
001690,P,01,LU,14593,7,19801212,E,01,19840127,AAPL,037833100,APPLE INC,224.00000000,,26.12500000,1,14,19830201
001690,P,01,LU,14593,7,19801212,E,01,19840130,AAPL,037833100,APPLE INC,224.00000000,,24.75000000,1,14,19830201
001690,P,01,LU,14593,7,19801212,E,01,19840131,AAPL,037833100,APPLE INC,224.00000000,,24.75000000,1,14,19830201
001690,P,01,LU,14593,7,19801212,E,01,19840201,AAPL,037833100,APPLE INC,224.00000000,,24.62500000,1,14,19830301
001690,P,01,LU,14593,7,19801212,E,01,19840202,AAPL,037833100,APPLE INC,224.00000000,,24.87500000,1,14,19830301
001690,P,01,LU,14593,7,19801212,E,01,19840203,AAPL,037833100,APPLE INC,224.00000000,,24.50000000,1,14,19830301
001690,P,01,LU,14593,7,19801212,E,01,19840206,AAPL,037833100,APPLE INC,224.00000000,,23.25000000,1,14,19830301
001690,P,01,LU,14593,7,19801212,E,01,19840207,AAPL,037833100,APPLE INC,224.00000000,,24.12500000,1,14,19830301
001690,P,01,LU,14593,7,19801212,E,01,19840208,AAPL,037833100,APPLE INC,224.00000000,,23.25000000,1,14,19830301
001690,P,01,LU,14593,7,19801212,E,01,19840209,AAPL,037833100,APPLE INC,224.00000000,,23.62500000,1,14,19830301
001690,P,01,LU,14593,7,19801212,E,01,19840210,AAPL,037833100,APPLE INC,224.00000000,,24.37500000,1,14,19830301
001690,P,01,LU,14593,7,19801212,E,01,19840213,AAPL,037833100,APPLE INC,224.00000000,,24.25000000,1,14,19830301
001690,P,01,LU,14593,7,19801212,E,01,19840214,AAPL,037833100,APPLE INC,224.00000000,,25.62500000,1,14,19830301
001690,P,01,LU,14593,7,19801212,E,01,19840215,AAPL,037833100,APPLE INC,224.00000000,,25.12500000,1,14,19830301
001690,P,01,LU,14593,7,19801212,E,01,19840216,AAPL,037833100,APPLE INC,224.00000000,,25.37500000,1,14,19830301
001690,P,01,LU,14593,7,19801212,E,01,19840217,AAPL,037833100,APPLE INC,224.00000000,,25.00000000,1,14,19830301
001690,P,01,LU,14593,7,19801212,E,01,19840221,AAPL,037833100,APPLE INC,224.00000000,,26.12500000,1,14,19830301
001690,P,01,LU,14593,7,19801212,E,01,19840222,AAPL,037833100,APPLE INC,224.00000000,,27.37500000,1,14,19830301
001690,P,01,LU,14593,7,19801212,E,01,19840223,AAPL,037833100,APPLE INC,224.00000000,,26.87500000,1,14,19830301
001690,P,01,LU,14593,7,19801212,E,01,19840224,AAPL,037833100,APPLE INC,224.00000000,,27.12500000,1,14,19830301
001690,P,01,LU,14593,7,19801212,E,01,19840227,AAPL,037833100,APPLE INC,224.00000000,,27.00000000,1,14,19830301
001690,P,01,LU,14593,7,19801212,E,01,19840228,AAPL,037833100,APPLE INC,224.00000000,,25.50000000,1,14,19830301
001690,P,01,LU,14593,7,19801212,E,01,19840229,AAPL,037833100,APPLE INC,224.00000000,,26.25000000,1,14,19830301
001690,P,01,LU,14593,7,19801212,E,01,19840301,AAPL,037833100,APPLE INC,224.00000000,,27.00000000,1,14,19830401
001690,P,01,LU,14593,7,19801212,E,01,19840302,AAPL,037833100,APPLE INC,224.00000000,,27.25000000,1,14,19830401
001690,P,01,LU,14593,7,19801212,E,01,19840305,AAPL,037833100,APPLE INC,224.00000000,,26.75000000,1,14,19830401
001690,P,01,LU,14593,7,19801212,E,01,19840306,AAPL,037833100,APPLE INC,224.00000000,,25.75000000,1,14,19830401
001690,P,01,LU,14593,7,19801212,E,01,19840307,AAPL,037833100,APPLE INC,224.00000000,,26.50000000,1,14,19830401
001690,P,01,LU,14593,7,19801212,E,01,19840308,AAPL,037833100,APPLE INC,224.00000000,,26.87500000,1,14,19830401
001690,P,01,LU,14593,7,19801212,E,01,19840309,AAPL,037833100,APPLE INC,224.00000000,,26.37500000,1,14,19830401
001690,P,01,LU,14593,7,19801212,E,01,19840312,AAPL,037833100,APPLE INC,224.00000000,,27.37500000,1,14,19830401
001690,P,01,LU,14593,7,19801212,E,01,19840313,AAPL,037833100,APPLE INC,224.00000000,,27.00000000,1,14,19830401
001690,P,01,LU,14593,7,19801212,E,01,19840314,AAPL,037833100,APPLE INC,224.00000000,,26.62500000,1,14,19830401
001690,P,01,LU,14593,7,19801212,E,01,19840315,AAPL,037833100,APPLE INC,224.00000000,,26.75000000,1,14,19830401
001690,P,01,LU,14593,7,19801212,E,01,19840316,AAPL,037833100,APPLE INC,224.00000000,,26.62500000,1,14,19830401
001690,P,01,LU,14593,7,19801212,E,01,19840319,AAPL,037833100,APPLE INC,224.00000000,,26.25000000,1,14,19830401
001690,P,01,LU,14593,7,19801212,E,01,19840320,AAPL,037833100,APPLE INC,224.00000000,,26.00000000,1,14,19830401
001690,P,01,LU,14593,7,19801212,E,01,19840321,AAPL,037833100,APPLE INC,224.00000000,,26.00000000,1,14,19830401
001690,P,01,LU,14593,7,19801212,E,01,19840322,AAPL,037833100,APPLE INC,224.00000000,,25.50000000,1,14,19830401
001690,P,01,LU,14593,7,19801212,E,01,19840323,AAPL,037833100,APPLE INC,224.00000000,,25.50000000,1,14,19830401
001690,P,01,LU,14593,7,19801212,E,01,19840326,AAPL,037833100,APPLE INC,224.00000000,,25.75000000,1,14,19830401
001690,P,01,LU,14593,7,19801212,E,01,19840327,AAPL,037833100,APPLE INC,224.00000000,,25.00000000,1,14,19830401
001690,P,01,LU,14593,7,19801212,E,01,19840328,AAPL,037833100,APPLE INC,224.00000000,,25.50000000,1,14,19830401
001690,P,01,LU,14593,7,19801212,E,01,19840329,AAPL,037833100,APPLE INC,224.00000000,,25.37500000,1,14,19830401
001690,P,01,LU,14593,7,19801212,E,01,19840330,AAPL,037833100,APPLE INC,224.00000000,,24.75000000,1,14,19830401
001690,P,01,LU,14593,7,19801212,E,01,19840402,AAPL,037833100,APPLE INC,224.00000000,,24.87500000,1,14,19830501
001690,P,01,LU,14593,7,19801212,E,01,19840403,AAPL,037833100,APPLE INC,224.00000000,,25.00000000,1,14,19830501
001690,P,01,LU,14593,7,19801212,E,01,19840404,AAPL,037833100,APPLE INC,224.00000000,,24.50000000,1,14,19830501
001690,P,01,LU,14593,7,19801212,E,01,19840405,AAPL,037833100,APPLE INC,224.00000000,,24.12500000,1,14,19830501
001690,P,01,LU,14593,7,19801212,E,01,19840406,AAPL,037833100,APPLE INC,224.00000000,,23.50000000,1,14,19830501
001690,P,01,LU,14593,7,19801212,E,01,19840409,AAPL,037833100,APPLE INC,224.00000000,,23.50000000,1,14,19830501
001690,P,01,LU,14593,7,19801212,E,01,19840410,AAPL,037833100,APPLE INC,224.00000000,,24.75000000,1,14,19830501
001690,P,01,LU,14593,7,19801212,E,01,19840411,AAPL,037833100,APPLE INC,224.00000000,,24.50000000,1,14,19830501
001690,P,01,LU,14593,7,19801212,E,01,19840412,AAPL,037833100,APPLE INC,224.00000000,,25.75000000,1,14,19830501
001690,P,01,LU,14593,7,19801212,E,01,19840413,AAPL,037833100,APPLE INC,224.00000000,,25.75000000,1,14,19830501
001690,P,01,LU,14593,7,19801212,E,01,19840416,AAPL,037833100,APPLE INC,224.00000000,,26.25000000,1,14,19830501
001690,P,01,LU,14593,7,19801212,E,01,19840417,AAPL,037833100,APPLE INC,224.00000000,,27.50000000,1,14,19830501
001690,P,01,LU,14593,7,19801212,E,01,19840418,AAPL,037833100,APPLE INC,224.00000000,,28.00000000,1,14,19830501
001690,P,01,LU,14593,7,19801212,E,01,19840419,AAPL,037833100,APPLE INC,224.00000000,,28.25000000,1,14,19830501
001690,P,01,LU,14593,7,19801212,E,01,19840423,AAPL,037833100,APPLE INC,224.00000000,,28.37500000,1,14,19830501
001690,P,01,LU,14593,7,19801212,E,01,19840424,AAPL,037833100,APPLE INC,224.00000000,,27.87500000,1,14,19830501
001690,P,01,LU,14593,7,19801212,E,01,19840425,AAPL,037833100,APPLE INC,224.00000000,,27.62500000,1,14,19830501
001690,P,01,LU,14593,7,19801212,E,01,19840426,AAPL,037833100,APPLE INC,224.00000000,,29.75000000,1,14,19830501
001690,P,01,LU,14593,7,19801212,E,01,19840427,AAPL,037833100,APPLE INC,224.00000000,,30.12500000,1,14,19830501
001690,P,01,LU,14593,7,19801212,E,01,19840430,AAPL,037833100,APPLE INC,224.00000000,,31.37500000,1,14,19830501
001690,P,01,LU,14593,7,19801212,E,01,19840501,AAPL,037833100,APPLE INC,224.00000000,,33.25000000,1,14,19830601
001690,P,01,LU,14593,7,19801212,E,01,19840502,AAPL,037833100,APPLE INC,224.00000000,,33.00000000,1,14,19830601
001690,P,01,LU,14593,7,19801212,E,01,19840503,AAPL,037833100,APPLE INC,224.00000000,,31.62500000,1,14,19830601
001690,P,01,LU,14593,7,19801212,E,01,19840504,AAPL,037833100,APPLE INC,224.00000000,,30.12500000,1,14,19830601
001690,P,01,LU,14593,7,19801212,E,01,19840507,AAPL,037833100,APPLE INC,224.00000000,,31.12500000,1,14,19830601
001690,P,01,LU,14593,7,19801212,E,01,19840508,AAPL,037833100,APPLE INC,224.00000000,,32.87500000,1,14,19830601
001690,P,01,LU,14593,7,19801212,E,01,19840509,AAPL,037833100,APPLE INC,224.00000000,,33.12500000,1,14,19830601
001690,P,01,LU,14593,7,19801212,E,01,19840510,AAPL,037833100,APPLE INC,224.00000000,,33.12500000,1,14,19830601
001690,P,01,LU,14593,7,19801212,E,01,19840511,AAPL,037833100,APPLE INC,224.00000000,,32.25000000,1,14,19830601
001690,P,01,LU,14593,7,19801212,E,01,19840514,AAPL,037833100,APPLE INC,224.00000000,,31.62500000,1,14,19830601
001690,P,01,LU,14593,7,19801212,E,01,19840515,AAPL,037833100,APPLE INC,224.00000000,,31.87500000,1,14,19830601
001690,P,01,LU,14593,7,19801212,E,01,19840516,AAPL,037833100,APPLE INC,224.00000000,,30.50000000,1,14,19830601
001690,P,01,LU,14593,7,19801212,E,01,19840517,AAPL,037833100,APPLE INC,224.00000000,,29.12500000,1,14,19830601
001690,P,01,LU,14593,7,19801212,E,01,19840518,AAPL,037833100,APPLE INC,224.00000000,,29.75000000,1,14,19830601
001690,P,01,LU,14593,7,19801212,E,01,19840521,AAPL,037833100,APPLE INC,224.00000000,,31.87500000,1,14,19830601
001690,P,01,LU,14593,7,19801212,E,01,19840522,AAPL,037833100,APPLE INC,224.00000000,,30.87500000,1,14,19830601
001690,P,01,LU,14593,7,19801212,E,01,19840523,AAPL,037833100,APPLE INC,224.00000000,,30.25000000,1,14,19830601
001690,P,01,LU,14593,7,19801212,E,01,19840524,AAPL,037833100,APPLE INC,224.00000000,,29.37500000,1,14,19830601
001690,P,01,LU,14593,7,19801212,E,01,19840525,AAPL,037833100,APPLE INC,224.00000000,,29.50000000,1,14,19830601
001690,P,01,LU,14593,7,19801212,E,01,19840529,AAPL,037833100,APPLE INC,224.00000000,,29.37500000,1,14,19830601
001690,P,01,LU,14593,7,19801212,E,01,19840530,AAPL,037833100,APPLE INC,224.00000000,,29.00000000,1,14,19830601
001690,P,01,LU,14593,7,19801212,E,01,19840531,AAPL,037833100,APPLE INC,224.00000000,,29.37500000,1,14,19830601
001690,P,01,LU,14593,7,19801212,E,01,19840601,AAPL,037833100,APPLE INC,224.00000000,,30.37500000,1,14,19830701
001690,P,01,LU,14593,7,19801212,E,01,19840604,AAPL,037833100,APPLE INC,224.00000000,,29.62500000,1,14,19830701
001690,P,01,LU,14593,7,19801212,E,01,19840605,AAPL,037833100,APPLE INC,224.00000000,,27.87500000,1,14,19830701
001690,P,01,LU,14593,7,19801212,E,01,19840606,AAPL,037833100,APPLE INC,224.00000000,,29.00000000,1,14,19830701
001690,P,01,LU,14593,7,19801212,E,01,19840607,AAPL,037833100,APPLE INC,224.00000000,,28.75000000,1,14,19830701
001690,P,01,LU,14593,7,19801212,E,01,19840608,AAPL,037833100,APPLE INC,224.00000000,,28.62500000,1,14,19830701
001690,P,01,LU,14593,7,19801212,E,01,19840611,AAPL,037833100,APPLE INC,224.00000000,,28.62500000,1,14,19830701
001690,P,01,LU,14593,7,19801212,E,01,19840612,AAPL,037833100,APPLE INC,224.00000000,,29.12500000,1,14,19830701
001690,P,01,LU,14593,7,19801212,E,01,19840613,AAPL,037833100,APPLE INC,224.00000000,,29.75000000,1,14,19830701
001690,P,01,LU,14593,7,19801212,E,01,19840614,AAPL,037833100,APPLE INC,224.00000000,,28.87500000,1,14,19830701
001690,P,01,LU,14593,7,19801212,E,01,19840615,AAPL,037833100,APPLE INC,224.00000000,,29.00000000,1,14,19830701
001690,P,01,LU,14593,7,19801212,E,01,19840618,AAPL,037833100,APPLE INC,224.00000000,,29.62500000,1,14,19830701
001690,P,01,LU,14593,7,19801212,E,01,19840619,AAPL,037833100,APPLE INC,224.00000000,,29.37500000,1,14,19830701
001690,P,01,LU,14593,7,19801212,E,01,19840620,AAPL,037833100,APPLE INC,224.00000000,,30.25000000,1,14,19830701
001690,P,01,LU,14593,7,19801212,E,01,19840621,AAPL,037833100,APPLE INC,224.00000000,,29.00000000,1,14,19830701
001690,P,01,LU,14593,7,19801212,E,01,19840622,AAPL,037833100,APPLE INC,224.00000000,,28.62500000,1,14,19830701
001690,P,01,LU,14593,7,19801212,E,01,19840625,AAPL,037833100,APPLE INC,224.00000000,,27.25000000,1,14,19830701
001690,P,01,LU,14593,7,19801212,E,01,19840626,AAPL,037833100,APPLE INC,224.00000000,,26.00000000,1,14,19830701
001690,P,01,LU,14593,7,19801212,E,01,19840627,AAPL,037833100,APPLE INC,224.00000000,,25.25000000,1,14,19830701
001690,P,01,LU,14593,7,19801212,E,01,19840628,AAPL,037833100,APPLE INC,224.00000000,,26.37500000,1,14,19830701
001690,P,01,LU,14593,7,19801212,E,01,19840629,AAPL,037833100,APPLE INC,224.00000000,,26.50000000,1,14,19830701
001690,P,01,LU,14593,7,19801212,E,01,19840702,AAPL,037833100,APPLE INC,224.00000000,,25.62500000,1,14,19830801
001690,P,01,LU,14593,7,19801212,E,01,19840703,AAPL,037833100,APPLE INC,224.00000000,,25.25000000,1,14,19830801
001690,P,01,LU,14593,7,19801212,E,01,19840705,AAPL,037833100,APPLE INC,224.00000000,,24.75000000,1,14,19830801
001690,P,01,LU,14593,7,19801212,E,01,19840706,AAPL,037833100,APPLE INC,224.00000000,,25.12500000,1,14,19830801
001690,P,01,LU,14593,7,19801212,E,01,19840709,AAPL,037833100,APPLE INC,224.00000000,,26.25000000,1,14,19830801
001690,P,01,LU,14593,7,19801212,E,01,19840710,AAPL,037833100,APPLE INC,224.00000000,,26.87500000,1,14,19830801
001690,P,01,LU,14593,7,19801212,E,01,19840711,AAPL,037833100,APPLE INC,224.00000000,,26.50000000,1,14,19830801
001690,P,01,LU,14593,7,19801212,E,01,19840712,AAPL,037833100,APPLE INC,224.00000000,,26.62500000,1,14,19830801
001690,P,01,LU,14593,7,19801212,E,01,19840713,AAPL,037833100,APPLE INC,224.00000000,,26.37500000,1,14,19830801
001690,P,01,LU,14593,7,19801212,E,01,19840716,AAPL,037833100,APPLE INC,224.00000000,,25.75000000,1,14,19830801
001690,P,01,LU,14593,7,19801212,E,01,19840717,AAPL,037833100,APPLE INC,224.00000000,,25.75000000,1,14,19830801
001690,P,01,LU,14593,7,19801212,E,01,19840718,AAPL,037833100,APPLE INC,224.00000000,,25.37500000,1,14,19830801
001690,P,01,LU,14593,7,19801212,E,01,19840719,AAPL,037833100,APPLE INC,224.00000000,,25.37500000,1,14,19830801
001690,P,01,LU,14593,7,19801212,E,01,19840720,AAPL,037833100,APPLE INC,224.00000000,,25.37500000,1,14,19830801
001690,P,01,LU,14593,7,19801212,E,01,19840723,AAPL,037833100,APPLE INC,224.00000000,,25.12500000,1,14,19830801
001690,P,01,LU,14593,7,19801212,E,01,19840724,AAPL,037833100,APPLE INC,224.00000000,,26.62500000,1,14,19830801
001690,P,01,LU,14593,7,19801212,E,01,19840725,AAPL,037833100,APPLE INC,224.00000000,,26.75000000,1,14,19830801
001690,P,01,LU,14593,7,19801212,E,01,19840726,AAPL,037833100,APPLE INC,224.00000000,,27.25000000,1,14,19830801
001690,P,01,LU,14593,7,19801212,E,01,19840727,AAPL,037833100,APPLE INC,224.00000000,,27.12500000,1,14,19830801
001690,P,01,LU,14593,7,19801212,E,01,19840730,AAPL,037833100,APPLE INC,224.00000000,,25.50000000,1,14,19830801
001690,P,01,LU,14593,7,19801212,E,01,19840731,AAPL,037833100,APPLE INC,224.00000000,,25.50000000,1,14,19830801
001690,P,01,LU,14593,7,19801212,E,01,19840801,AAPL,037833100,APPLE INC,224.00000000,,25.00000000,1,14,19830901
001690,P,01,LU,14593,7,19801212,E,01,19840802,AAPL,037833100,APPLE INC,224.00000000,,24.12500000,1,14,19830901
001690,P,01,LU,14593,7,19801212,E,01,19840803,AAPL,037833100,APPLE INC,224.00000000,,27.37500000,1,14,19830901
001690,P,01,LU,14593,7,19801212,E,01,19840806,AAPL,037833100,APPLE INC,224.00000000,,29.25000000,1,14,19830901
001690,P,01,LU,14593,7,19801212,E,01,19840807,AAPL,037833100,APPLE INC,224.00000000,,29.62500000,1,14,19830901
001690,P,01,LU,14593,7,19801212,E,01,19840808,AAPL,037833100,APPLE INC,224.00000000,,28.50000000,1,14,19830901
001690,P,01,LU,14593,7,19801212,E,01,19840809,AAPL,037833100,APPLE INC,224.00000000,,29.75000000,1,14,19830901
001690,P,01,LU,14593,7,19801212,E,01,19840810,AAPL,037833100,APPLE INC,224.00000000,,28.50000000,1,14,19830901
001690,P,01,LU,14593,7,19801212,E,01,19840813,AAPL,037833100,APPLE INC,224.00000000,,30.00000000,1,14,19830901
001690,P,01,LU,14593,7,19801212,E,01,19840814,AAPL,037833100,APPLE INC,224.00000000,,28.87500000,1,14,19830901
001690,P,01,LU,14593,7,19801212,E,01,19840815,AAPL,037833100,APPLE INC,224.00000000,,27.87500000,1,14,19830901
001690,P,01,LU,14593,7,19801212,E,01,19840816,AAPL,037833100,APPLE INC,224.00000000,,28.12500000,1,14,19830901
001690,P,01,LU,14593,7,19801212,E,01,19840817,AAPL,037833100,APPLE INC,224.00000000,,27.50000000,1,14,19830901
001690,P,01,LU,14593,7,19801212,E,01,19840820,AAPL,037833100,APPLE INC,224.00000000,,27.37500000,1,14,19830901
001690,P,01,LU,14593,7,19801212,E,01,19840821,AAPL,037833100,APPLE INC,224.00000000,,28.50000000,1,14,19830901
001690,P,01,LU,14593,7,19801212,E,01,19840822,AAPL,037833100,APPLE INC,224.00000000,,28.00000000,1,14,19830901
001690,P,01,LU,14593,7,19801212,E,01,19840823,AAPL,037833100,APPLE INC,224.00000000,,28.12500000,1,14,19830901
001690,P,01,LU,14593,7,19801212,E,01,19840824,AAPL,037833100,APPLE INC,224.00000000,,28.12500000,1,14,19830901
001690,P,01,LU,14593,7,19801212,E,01,19840827,AAPL,037833100,APPLE INC,224.00000000,,27.87500000,1,14,19830901
001690,P,01,LU,14593,7,19801212,E,01,19840828,AAPL,037833100,APPLE INC,224.00000000,,28.25000000,1,14,19830901
001690,P,01,LU,14593,7,19801212,E,01,19840829,AAPL,037833100,APPLE INC,224.00000000,,27.50000000,1,14,19830901
001690,P,01,LU,14593,7,19801212,E,01,19840830,AAPL,037833100,APPLE INC,224.00000000,,27.00000000,1,14,19830901
001690,P,01,LU,14593,7,19801212,E,01,19840831,AAPL,037833100,APPLE INC,224.00000000,,26.50000000,1,14,19830901
001690,P,01,LU,14593,7,19801212,E,01,19840904,AAPL,037833100,APPLE INC,224.00000000,,26.25000000,1,14,19831001
001690,P,01,LU,14593,7,19801212,E,01,19840905,AAPL,037833100,APPLE INC,224.00000000,,26.25000000,1,14,19831001
001690,P,01,LU,14593,7,19801212,E,01,19840906,AAPL,037833100,APPLE INC,224.00000000,,26.50000000,1,14,19831001
001690,P,01,LU,14593,7,19801212,E,01,19840907,AAPL,037833100,APPLE INC,224.00000000,,26.50000000,1,14,19831001
001690,P,01,LU,14593,7,19801212,E,01,19840910,AAPL,037833100,APPLE INC,224.00000000,,26.37500000,1,14,19831001
001690,P,01,LU,14593,7,19801212,E,01,19840911,AAPL,037833100,APPLE INC,224.00000000,,26.87500000,1,14,19831001
001690,P,01,LU,14593,7,19801212,E,01,19840912,AAPL,037833100,APPLE INC,224.00000000,,26.12500000,1,14,19831001
001690,P,01,LU,14593,7,19801212,E,01,19840913,AAPL,037833100,APPLE INC,224.00000000,,27.50000000,1,14,19831001
001690,P,01,LU,14593,7,19801212,E,01,19840914,AAPL,037833100,APPLE INC,224.00000000,,27.87500000,1,14,19831001
001690,P,01,LU,14593,7,19801212,E,01,19840917,AAPL,037833100,APPLE INC,224.00000000,,28.62500000,1,14,19831001
001690,P,01,LU,14593,7,19801212,E,01,19840918,AAPL,037833100,APPLE INC,224.00000000,,27.62500000,1,14,19831001
001690,P,01,LU,14593,7,19801212,E,01,19840919,AAPL,037833100,APPLE INC,224.00000000,,27.00000000,1,14,19831001
001690,P,01,LU,14593,7,19801212,E,01,19840920,AAPL,037833100,APPLE INC,224.00000000,,27.12500000,1,14,19831001
001690,P,01,LU,14593,7,19801212,E,01,19840921,AAPL,037833100,APPLE INC,224.00000000,,26.87500000,1,14,19831001
001690,P,01,LU,14593,7,19801212,E,01,19840924,AAPL,037833100,APPLE INC,224.00000000,,26.62500000,1,14,19831001
001690,P,01,LU,14593,7,19801212,E,01,19840925,AAPL,037833100,APPLE INC,224.00000000,,26.12500000,1,14,19831001
001690,P,01,LU,14593,7,19801212,E,01,19840926,AAPL,037833100,APPLE INC,224.00000000,,25.75000000,1,14,19831001
001690,P,01,LU,14593,7,19801212,E,01,19840927,AAPL,037833100,APPLE INC,224.00000000,,25.75000000,1,14,19831001
001690,P,01,LU,14593,7,19801212,E,01,19840928,AAPL,037833100,APPLE INC,224.00000000,,25.12500000,1,14,19831001
001690,P,01,LU,14593,7,19801212,E,01,19841001,AAPL,037833100,APPLE INC,224.00000000,,24.50000000,1,14,19831101
001690,P,01,LU,14593,7,19801212,E,01,19841002,AAPL,037833100,APPLE INC,224.00000000,,24.75000000,1,14,19831101
001690,P,01,LU,14593,7,19801212,E,01,19841003,AAPL,037833100,APPLE INC,224.00000000,,25.12500000,1,14,19831101
001690,P,01,LU,14593,7,19801212,E,01,19841004,AAPL,037833100,APPLE INC,224.00000000,,25.37500000,1,14,19831101
001690,P,01,LU,14593,7,19801212,E,01,19841005,AAPL,037833100,APPLE INC,224.00000000,,24.87500000,1,14,19831101
001690,P,01,LU,14593,7,19801212,E,01,19841008,AAPL,037833100,APPLE INC,224.00000000,,24.87500000,1,14,19831101
001690,P,01,LU,14593,7,19801212,E,01,19841009,AAPL,037833100,APPLE INC,224.00000000,,24.62500000,1,14,19831101
001690,P,01,LU,14593,7,19801212,E,01,19841010,AAPL,037833100,APPLE INC,224.00000000,,23.87500000,1,14,19831101
001690,P,01,LU,14593,7,19801212,E,01,19841011,AAPL,037833100,APPLE INC,224.00000000,,23.75000000,1,14,19831101
001690,P,01,LU,14593,7,19801212,E,01,19841012,AAPL,037833100,APPLE INC,224.00000000,,22.75000000,1,14,19831101
001690,P,01,LU,14593,7,19801212,E,01,19841015,AAPL,037833100,APPLE INC,224.00000000,,24.00000000,1,14,19831101
001690,P,01,LU,14593,7,19801212,E,01,19841016,AAPL,037833100,APPLE INC,224.00000000,,23.87500000,1,14,19831101
001690,P,01,LU,14593,7,19801212,E,01,19841017,AAPL,037833100,APPLE INC,224.00000000,,24.87500000,1,14,19831101
001690,P,01,LU,14593,7,19801212,E,01,19841018,AAPL,037833100,APPLE INC,224.00000000,,25.62500000,1,14,19831101
001690,P,01,LU,14593,7,19801212,E,01,19841019,AAPL,037833100,APPLE INC,224.00000000,,25.62500000,1,14,19831101
001690,P,01,LU,14593,7,19801212,E,01,19841022,AAPL,037833100,APPLE INC,224.00000000,,25.37500000,1,14,19831101
001690,P,01,LU,14593,7,19801212,E,01,19841023,AAPL,037833100,APPLE INC,224.00000000,,26.00000000,1,14,19831101
001690,P,01,LU,14593,7,19801212,E,01,19841024,AAPL,037833100,APPLE INC,224.00000000,,26.25000000,1,14,19831101
001690,P,01,LU,14593,7,19801212,E,01,19841025,AAPL,037833100,APPLE INC,224.00000000,,25.25000000,1,14,19831101
001690,P,01,LU,14593,7,19801212,E,01,19841026,AAPL,037833100,APPLE INC,224.00000000,,24.62500000,1,14,19831101
001690,P,01,LU,14593,7,19801212,E,01,19841029,AAPL,037833100,APPLE INC,224.00000000,,24.75000000,1,14,19831101
001690,P,01,LU,14593,7,19801212,E,01,19841030,AAPL,037833100,APPLE INC,224.00000000,,25.00000000,1,14,19831101
001690,P,01,LU,14593,7,19801212,E,01,19841031,AAPL,037833100,APPLE INC,224.00000000,,24.87500000,1,14,19831101
001690,P,01,LU,14593,7,19801212,E,01,19841101,AAPL,037833100,APPLE INC,224.00000000,,25.00000000,1,14,19831201
001690,P,01,LU,14593,7,19801212,E,01,19841102,AAPL,037833100,APPLE INC,224.00000000,,24.87500000,1,14,19831201
001690,P,01,LU,14593,7,19801212,E,01,19841105,AAPL,037833100,APPLE INC,224.00000000,,24.75000000,1,14,19831201
