caldt,prtnam,totret
19371130,5,-0.115320
19371130,6,-0.109215
19371130,7,-0.121105
19371130,8,-0.116871
19371130,9,-0.146941
19371130,10,-0.142012
19371130,1_2,-0.078440
19371130,3_5,-0.100474
19371130,6_8,-0.114519
19371130,9_10,-0.145639
19371130,1_5,-0.081297
19371130,6_10,-0.118796
19371130,Mrkt,-0.082844
19371231,1,-0.031416
19371231,2,-0.047823
19371231,3,-0.051324
19371231,4,-0.079715
19371231,5,-0.120296
19371231,6,-0.104719
19371231,7,-0.116889
19371231,8,-0.130088
19371231,9,-0.170871
19371231,10,-0.134693
19371231,1_2,-0.034151
19371231,3_5,-0.073228
19371231,6_8,-0.113520
19371231,9_10,-0.161135
19371231,1_5,-0.039125
19371231,6_10,-0.119889
19371231,Mrkt,-0.042347
19380131,1,0.002654
19380131,2,-0.013574
19380131,3,0.016559
19380131,4,0.021954
19380131,5,0.043416
19380131,6,0.049843
19380131,7,0.047492
19380131,8,0.083429
19380131,9,0.068692
19380131,10,0.096509
19380131,1_2,0.000009
19380131,3_5,0.023314
19380131,6_8,0.055576
19380131,9_10,0.076263
19380131,1_5,0.002817
19380131,6_10,0.058232
19380131,Mrkt,0.004825
19380228,1,0.050080
19380228,2,0.096032
19380228,3,0.056331
19380228,4,0.067445
19380228,5,0.076911
19380228,6,0.073132
19380228,7,0.063885
19380228,8,0.068986
19380228,9,0.039109
19380228,10,-0.000372
19380228,1_2,0.057394
19380228,3_5,0.063659
19380228,6_8,0.069319
19380228,9_10,0.028141
19380228,1_5,0.058160
19380228,6_10,0.063962
19380228,Mrkt,0.058381
19380331,1,-0.225221
19380331,2,-0.256401
19380331,3,-0.257383
19380331,4,-0.278661
19380331,5,-0.280020
19380331,6,-0.307692
19380331,7,-0.304059
19380331,8,-0.306858
19380331,9,-0.349569
19380331,10,-0.316290
19380331,1_2,-0.230372
19380331,3_5,-0.268168
19380331,6_8,-0.306357
19380331,9_10,-0.340567
19380331,1_5,-0.235024
19380331,6_10,-0.310661
19380331,Mrkt,-0.237919
19380430,1,0.131177
19380430,2,0.159969
19380430,3,0.184504
19380430,4,0.182171
19380430,5,0.199994
19380430,6,0.208627
19380430,7,0.227733
19380430,8,0.239740
19380430,9,0.271758
19380430,10,0.235699
19380430,1_2,0.135718
19380430,3_5,0.186779
19380430,6_8,0.220844
19380430,9_10,0.262242
19380430,1_5,0.141731
19380430,6_10,0.225913
19380430,Mrkt,0.144613
19380531,1,-0.026622
19380531,2,-0.054658
19380531,3,-0.065445
19380531,4,-0.077648
19380531,5,-0.072887
19380531,6,-0.070774
19380531,7,-0.091573
19380531,8,-0.090127
19380531,9,-0.083356
19380531,10,-0.112246
19380531,1_2,-0.031138
19380531,3_5,-0.070427
19380531,6_8,-0.081243
19380531,9_10,-0.090873
19380531,1_5,-0.035957
19380531,6_10,-0.082440
19380531,Mrkt,-0.037676
19380630,1,0.215789
19380630,2,0.291902
19380630,3,0.260727
19380630,4,0.300459
19380630,5,0.330188
19380630,6,0.335121
19380630,7,0.331986
19380630,8,0.337739
19380630,9,0.367555
19380630,10,0.313572
19380630,1_2,0.227763
19380630,3_5,0.285630
19380630,6_8,0.334630
19380630,9_10,0.353882
19380630,1_5,0.234632
19380630,6_10,0.337001
19380630,Mrkt,0.238250
19380730,1,0.062330
19380730,2,0.072009
19380730,3,0.117985
19380730,4,0.117412
19380730,5,0.111648
19380730,6,0.139109
19380730,7,0.134652
19380730,8,0.160623
19380730,9,0.157788
19380730,10,0.158604
19380730,1_2,0.063942
19380730,3_5,0.116552
19380730,6_8,0.141881
19380730,9_10,0.157995
19380730,1_5,0.070349
19380730,6_10,0.143933
19380730,Mrkt,0.073158
19380831,1,-0.018269
19380831,2,-0.039783
19380831,3,-0.045607
19380831,4,-0.055029
19380831,5,-0.048553
19380831,6,-0.059153
19380831,7,-0.047088
19380831,8,-0.079769
19380831,9,-0.092377
19380831,10,-0.127955
19380831,1_2,-0.021876
19380831,3_5,-0.048962
19380831,6_8,-0.059396
19380831,9_10,-0.101329
19380831,1_5,-0.025312
19380831,6_10,-0.064793
19380831,Mrkt,-0.026918
19380930,1,0.014068
19380930,2,0.006350
19380930,3,-0.013914
19380930,4,-0.006828
19380930,5,-0.015694
19380930,6,-0.023397
19380930,7,-0.025621
19380930,8,-0.027089
19380930,9,-0.036661
19380930,10,-0.040703
19380930,1_2,0.012797
19380930,3_5,-0.012180
19380930,6_8,-0.024837
19380930,9_10,-0.037647
19380930,1_5,0.009708
19380930,6_10,-0.026418
19380930,Mrkt,0.008288
19381031,1,0.059412
19381031,2,0.100132
19381031,3,0.138260
19381031,4,0.135121
19381031,5,0.129922
19381031,6,0.151489
19381031,7,0.175774
19381031,8,0.179745
19381031,9,0.144690
19381031,10,0.195602
19381031,1_2,0.066091
19381031,3_5,0.135726
19381031,6_8,0.165151
19381031,9_10,0.157860
19381031,1_5,0.074658
19381031,6_10,0.164245
19381031,Mrkt,0.078042
19381130,1,-0.015260
19381130,2,-0.017335
19381130,3,-0.021870
19381130,4,-0.032300
19381130,5,-0.022864
19381130,6,-0.025167
19381130,7,-0.054919
19381130,8,-0.041572
19381130,9,-0.051585
19381130,10,-0.070123
19381130,1_2,-0.015611
19381130,3_5,-0.025099
19381130,6_8,-0.038428
19381130,9_10,-0.056553
19381130,1_5,-0.016844
19381130,6_10,-0.040660
19381130,Mrkt,-0.017816
19381231,1,0.038266
19381231,2,0.053589
19381231,3,0.047711
19381231,4,0.058571
19381231,5,0.049132
19381231,6,0.045663
19381231,7,0.037502
19381231,8,0.035776
19381231,9,-0.002194
19381231,10,-0.055233
19381231,1_2,0.040853
19381231,3_5,0.051132
19381231,6_8,0.041010
19381231,9_10,-0.016164
19381231,1_5,0.042180
19381231,6_10,0.034115
19381231,Mrkt,0.041855
19390131,1,-0.051461
19390131,2,-0.076002
19390131,3,-0.076637
19390131,4,-0.084019
19390131,5,-0.079873
19390131,6,-0.082368
19390131,7,-0.098411
19390131,8,-0.071228
19390131,9,-0.088041
19390131,10,-0.060921
19390131,1_2,-0.055578
19390131,3_5,-0.079474
19390131,6_8,-0.085422
19390131,9_10,-0.081039
19390131,1_5,-0.058678
19390131,6_10,-0.084881
19390131,Mrkt,-0.059715
19390228,1,0.030857
19390228,2,0.044152
19390228,3,0.044707
19390228,4,0.052544
19390228,5,0.042957
19390228,6,0.050767
19390228,7,0.049095
19390228,8,0.035473
19390228,9,0.030103
19390228,10,0.022557
19390228,1_2,0.033035
19390228,3_5,0.046693
19390228,6_8,0.047185
19390228,9_10,0.028113
19390228,1_5,0.034768
19390228,6_10,0.044819
19390228,Mrkt,0.035155
19390331,1,-0.097630
19390331,2,-0.165087
19390331,3,-0.159589
19390331,4,-0.200669
19390331,5,-0.172731
19390331,6,-0.186852
19390331,7,-0.184787
19390331,8,-0.178161
19390331,9,-0.195086
19390331,10,-0.170099
19390331,1_2,-0.108819
19390331,3_5,-0.174433
19390331,6_8,-0.184477
19390331,9_10,-0.188533
19390331,1_5,-0.117270
19390331,6_10,-0.184973
19390331,Mrkt,-0.119906
19390429,1,-0.003971
19390429,2,0.003889
19390429,3,0.009018
19390429,4,-0.007005
19390429,5,-0.005471
19390429,6,0.004371
19390429,7,0.008307
19390429,8,0.005468
19390429,9,0.001114
19390429,10,0.020019
19390429,1_2,-0.002750
19390429,3_5,0.001566
19390429,6_8,0.005872
19390429,9_10,0.006141
19390429,1_5,-0.002235
19390429,6_10,0.005905
19390429,Mrkt,-0.001945
19390531,1,0.060465
19390531,2,0.081019
19390531,3,0.084292
19390531,4,0.102191
19390531,5,0.102862
19390531,6,0.099326
19390531,7,0.091405
19390531,8,0.093633
19390531,9,0.077097
19390531,10,0.028189
19390531,1_2,0.063672
19390531,3_5,0.093039
19390531,6_8,0.095643
19390531,9_10,0.064030
19390531,1_5,0.067198
19390531,6_10,0.091825
19390531,Mrkt,0.068085
19390630,1,-0.043047
19390630,2,-0.081060
19390630,3,-0.055819
19390630,4,-0.087035
19390630,5,-0.072883
19390630,6,-0.083903
19390630,7,-0.098735
19390630,8,-0.099288
19390630,9,-0.129807
19390630,10,-0.115364
19390630,1_2,-0.049081
19390630,3_5,-0.068175
19390630,6_8,-0.091690
19390630,9_10,-0.126078
19390630,1_5,-0.051434
19390630,6_10,-0.095745
19390630,Mrkt,-0.053069
19390731,1,0.090128
19390731,2,0.119817
19390731,3,0.132307
19390731,4,0.160010
19390731,5,0.134937
19390731,6,0.154910
19390731,7,0.167389
19390731,8,0.122411
19390731,9,0.150758
19390731,10,0.128549
19390731,1_2,0.094716
19390731,3_5,0.140754
19390731,6_8,0.152592
19390731,9_10,0.144974
19390731,1_5,0.100224
19390731,6_10,0.151716
19390731,Mrkt,0.102061
19390831,1,-0.051151
19390831,2,-0.100420
19390831,3,-0.099233
19390831,4,-0.120610
19390831,5,-0.103541
19390831,6,-0.109521
19390831,7,-0.130713
19390831,8,-0.129388
19390831,9,-0.137185
19390831,10,-0.119390
19390831,1_2,-0.058786
19390831,3_5,-0.106286
19390831,6_8,-0.120230
19390831,9_10,-0.132674
19390831,1_5,-0.064690
19390831,6_10,-0.121657
19390831,Mrkt,-0.066832
19390930,1,0.139380
19390930,2,0.209534
19390930,3,0.182436
19390930,4,0.280427
19390930,5,0.292840
19390930,6,0.356499
19390930,7,0.409126
19390930,8,0.448857
19390930,9,0.617932
19390930,10,1.027362
19390930,1_2,0.149784
19390930,3_5,0.231613
19390930,6_8,0.390843
19390930,9_10,0.723307
19390930,1_5,0.159536
19390930,6_10,0.428701
19390930,Mrkt,0.169051
19391031,1,-0.007000
19391031,2,-0.000757
19391031,3,-0.003682
19391031,4,0.001980
19391031,5,0.009935
19391031,6,-0.004063
19391031,7,-0.008591
19391031,8,0.004667
19391031,9,-0.039587
19391031,10,-0.040404
19391031,1_2,-0.006029
19391031,3_5,0.000753
19391031,6_8,-0.003884
19391031,9_10,-0.039819
19391031,1_5,-0.005186
19391031,6_10,-0.008761
19391031,Mrkt,-0.005333
19391130,1,-0.025266
19391130,2,-0.053372
19391130,3,-0.058433
19391130,4,-0.078092
19391130,5,-0.067759
19391130,6,-0.064881
19391130,7,-0.089206
19391130,8,-0.078496
19391130,9,-0.126096
19391130,10,-0.138818
19391130,1_2,-0.029655
19391130,3_5,-0.066293
19391130,6_8,-0.075694
19391130,9_10,-0.129681
19391130,1_5,-0.034238
19391130,6_10,-0.082758
19391130,Mrkt,-0.036233
19391230,1,0.030289
19391230,2,0.028179
19391230,3,0.030495
19391230,4,0.043477
19391230,5,0.032899
19391230,6,0.032386
19391230,7,0.033812
19391230,8,0.017735
19391230,9,-0.019100
19391230,10,-0.039129
19391230,1_2,0.029967
19391230,3_5,0.034882
19391230,6_8,0.029976
19391230,9_10,-0.024713
19391230,1_5,0.030565
19391230,6_10,0.023236
19391230,Mrkt,0.030276
19400131,1,-0.024398
19400131,2,-0.022131
19400131,3,-0.031213
19400131,4,-0.027184
19400131,5,-0.009390
19400131,6,-0.024282
19400131,7,-0.036130
19400131,8,-0.008361
19400131,9,-0.007541
19400131,10,-0.027588
19400131,1_2,-0.024055
19400131,3_5,-0.025588
19400131,6_8,-0.025019
19400131,9_10,-0.013024
19400131,1_5,-0.024242
19400131,6_10,-0.023555
19400131,Mrkt,-0.024215
19400229,1,0.013183
19400229,2,0.003433
19400229,3,0.025329
19400229,4,0.025000
19400229,5,0.035195
19400229,6,0.032077
19400229,7,0.034408
19400229,8,0.031983
19400229,9,0.055227
19400229,10,0.023073
19400229,1_2,0.011691
19400229,3_5,0.027291
19400229,6_8,0.032811
19400229,9_10,0.046582
19400229,1_5,0.013609
19400229,6_10,0.034518
19400229,Mrkt,0.014414
19400330,1,0.017913
19400330,2,0.022036
19400330,3,0.040280
19400330,4,0.014405
19400330,5,0.033367
19400330,6,0.023154
19400330,7,0.034713
19400330,8,0.019325
19400330,9,0.034395
19400330,10,0.050936
19400330,1_2,0.018540
19400330,3_5,0.031250
19400330,6_8,0.026141
19400330,9_10,0.038742
19400330,1_5,0.020128
19400330,6_10,0.027725
19400330,Mrkt,0.020427
19400430,1,0.001187
19400430,2,-0.006383
19400430,3,-0.001984
19400430,4,0.022805
19400430,5,0.023535
19400430,6,0.014077
19400430,7,0.028095
19400430,8,0.025234
19400430,9,0.055683
19400430,10,-0.013774
19400430,1_2,0.000028
19400430,3_5,0.010460
19400430,6_8,0.020820
19400430,9_10,0.037460
19400430,1_5,0.001336
19400430,6_10,0.022845
19400430,Mrkt,0.002205
19400531,1,-0.204352
19400531,2,-0.236393
19400531,3,-0.264916
19400531,4,-0.273253
19400531,5,-0.274864
19400531,6,-0.262252
19400531,7,-0.294859
19400531,8,-0.282410
19400531,9,-0.325281
19400531,10,-0.307133
19400531,1_2,-0.209223
19400531,3_5,-0.269447
19400531,6_8,-0.276891
19400531,9_10,-0.320753
19400531,1_5,-0.216864
19400531,6_10,-0.282316
19400531,Mrkt,-0.219561
19400629,1,0.066564
19400629,2,0.061607
19400629,3,0.079911
19400629,4,0.081950
19400629,5,0.052787
19400629,6,0.062489
19400629,7,0.060362
19400629,8,0.070442
19400629,9,0.040313
19400629,10,0.072961
19400629,1_2,0.065833
19400629,3_5,0.074854
19400629,6_8,0.063420
19400629,9_10,0.048554
19400629,1_5,0.066909
19400629,6_10,0.061682
19400629,Mrkt,0.066710
19400731,1,0.029472
19400731,2,0.031740
19400731,3,0.038416
19400731,4,0.038799
19400731,5,0.062298
19400731,6,0.051241
19400731,7,0.033936
19400731,8,0.030000
19400731,9,0.026949
19400731,10,0.022253
19400731,1_2,0.029800
19400731,3_5,0.043352
19400731,6_8,0.041572
19400731,9_10,0.025749
19400731,1_5,0.031406
19400731,6_10,0.039696
19400731,Mrkt,0.031721
19400831,1,0.020433
19400831,2,0.028596
19400831,3,0.018255
19400831,4,0.031745
19400831,5,0.020629
19400831,6,0.022471
19400831,7,0.024062
19400831,8,0.043671
19400831,9,0.017199
19400831,10,-0.009790
19400831,1_2,0.021613
19400831,3_5,0.022753
19400831,6_8,0.027088
19400831,9_10,0.010317
19400831,1_5,0.021750
19400831,6_10,0.025145
19400831,Mrkt,0.021881
19400930,1,0.019876
19400930,2,0.032486
19400930,3,0.029557
19400930,4,0.025373
19400930,5,0.048188
19400930,6,0.045336
19400930,7,0.056556
19400930,8,0.040575
19400930,9,0.045607
19400930,10,0.036415
19400930,1_2,0.021717
19400930,3_5,0.032130
19400930,6_8,0.047969
19400930,9_10,0.043314
19400930,1_5,0.022968
19400930,6_10,0.047438
19400930,Mrkt,0.023926
19401031,1,0.021602
19401031,2,0.040624
19401031,3,0.068879
19401031,4,0.071752
19401031,5,0.047988
19401031,6,0.035567
19401031,7,0.079181
19401031,8,0.044897
19401031,9,0.080400
19401031,10,-0.018254
19401031,1_2,0.024399
19401031,3_5,0.065390
19401031,6_8,0.051256
19401031,9_10,0.055457
19401031,1_5,0.029367
19401031,6_10,0.051760
19401031,Mrkt,0.030259
19401130,1,-0.019050
19401130,2,-0.012156
19401130,3,-0.011098
19401130,4,-0.007133
19401130,5,-0.010630
19401130,6,0.010524
19401130,7,-0.005260
19401130,8,0.022501
19401130,9,0.006722
19401130,10,-0.004068
19401130,1_2,-0.018023
19401130,3_5,-0.009822
19401130,6_8,0.007847
19401130,9_10,0.004184
19401130,1_5,-0.016993
19401130,6_10,0.007406
19401130,Mrkt,-0.016000
19401231,1,0.012906
19401231,2,-0.009261
19401231,3,-0.001551
19401231,4,-0.007796
19401231,5,0.001246
19401231,6,-0.012861
19401231,7,-0.010363
19401231,8,-0.033598
19401231,9,-0.027662
19401231,10,-0.088859
19401231,1_2,0.009578
19401231,3_5,-0.002857
19401231,6_8,-0.016297
19401231,9_10,-0.041970
19401231,1_5,0.007991
19401231,6_10,-0.019384
19401231,Mrkt,0.006843
19410131,1,-0.045557
19410131,2,-0.026760
19410131,3,-0.047395
19410131,4,-0.038194
19410131,5,-0.046242
19410131,6,-0.019166
19410131,7,-0.019900
19410131,8,-0.007135
19410131,9,0.001377
19410131,10,0.056540
19410131,1_2,-0.042808
19410131,3_5,-0.044437
19410131,6_8,-0.016977
19410131,9_10,0.014127
19410131,1_5,-0.043011
19410131,6_10,-0.013209
19410131,Mrkt,-0.041793
19410228,1,-0.012994
19410228,2,-0.015808
19410228,3,-0.013696
19410228,4,-0.023156
19410228,5,-0.016019
19410228,6,-0.023595
19410228,7,-0.020715
19410228,8,-0.033112
19410228,9,-0.039450
19410228,10,-0.013185
19410228,1_2,-0.013412
19410228,3_5,-0.016989
19410228,6_8,-0.024614
19410228,9_10,-0.033183
19410228,1_5,-0.013861
19410228,6_10,-0.025692
19410228,Mrkt,-0.014358
19410331,1,0.007124
19410331,2,0.017279
19410331,3,0.004886
19410331,4,0.002444
19410331,5,0.004134
19410331,6,0.013119
19410331,7,0.019086
19410331,8,0.027208
19410331,9,0.027313
19410331,10,0.017863
19410331,1_2,0.008630
19410331,3_5,0.004010
19410331,6_8,0.017846
19410331,9_10,0.025019
19410331,1_5,0.008050
19410331,6_10,0.018743
19410331,Mrkt,0.008497
19410430,1,-0.055605
19410430,2,-0.042776
19410430,3,-0.051630
19410430,4,-0.074600
19410430,5,-0.051217
19410430,6,-0.058208
19410430,7,-0.065561
19410430,8,-0.058277
19410430,9,-0.073704
19410430,10,-0.054431
19410430,1_2,-0.053707
19410430,3_5,-0.058359
19410430,6_8,-0.060590
19410430,9_10,-0.069037
19410430,1_5,-0.054279
19410430,6_10,-0.061621
19410430,Mrkt,-0.054587
19410531,1,0.015297
19410531,2,0.004236
19410531,3,0.026072
19410531,4,0.004694
19410531,5,0.016793
19410531,6,0.011694
19410531,7,0.009423
19410531,8,0.011566
19410531,9,0.004312
19410531,10,0.005319
19410531,1_2,0.013643
19410531,3_5,0.017908
19410531,6_8,0.010940
19410531,9_10,0.004560
19410531,1_5,0.014166
19410531,6_10,0.010166
19410531,Mrkt,0.014000
19410630,1,0.057824
19410630,2,0.057698
19410630,3,0.056258
19410630,4,0.063955
19410630,5,0.058957
19410630,6,0.064494
19410630,7,0.068266
19410630,8,0.064163
19410630,9,0.070650
19410630,10,0.091038
19410630,1_2,0.057805
19410630,3_5,0.059042
19410630,6_8,0.065638
19410630,9_10,0.075679
19410630,1_5,0.057957
19410630,6_10,0.066853
19410630,Mrkt,0.058326
19410731,1,0.044959
19410731,2,0.076319
19410731,3,0.090718
19410731,4,0.121477
19410731,5,0.092993
19410731,6,0.112708
19410731,7,0.127327
19410731,8,0.122613
19410731,9,0.207079
19410731,10,0.265361
19410731,1_2,0.049621
19410731,3_5,0.100217
19410731,6_8,0.119387
19410731,9_10,0.221515
19410731,1_5,0.055833
19410731,6_10,0.131862
19410731,Mrkt,0.059003
19410830,1,-0.000424
19410830,2,-0.008316
19410830,3,0.007116
19410830,4,0.001961
19410830,5,-0.009820
19410830,6,-0.017042
19410830,7,-0.015287
19410830,8,-0.001008
19410830,9,-0.008468
19410830,10,-0.016092
19410830,1_2,-0.001631
19410830,3_5,0.002144
19410830,6_8,-0.013267
19410830,9_10,-0.010423
19410830,1_5,-0.001148
19410830,6_10,-0.012897
19410830,Mrkt,-0.001677
19410930,1,-0.007534
19410930,2,-0.008142
19410930,3,-0.008851
19410930,4,-0.010796
19410930,5,-0.017886
19410930,6,-0.017004
19410930,7,-0.018598
19410930,8,-0.014712
19410930,9,-0.045879
19410930,10,-0.057362
19410930,1_2,-0.007627
19410930,3_5,-0.011242
19410930,6_8,-0.017078
19410930,9_10,-0.048794
19410930,1_5,-0.008092
19410930,6_10,-0.021261
19410930,Mrkt,-0.008679
19411031,1,-0.051497
19411031,2,-0.049483
19411031,3,-0.055970
19411031,4,-0.057605
19411031,5,-0.061801
19411031,6,-0.063554
19411031,7,-0.061795
19411031,8,-0.053187
19411031,9,-0.066822
19411031,10,-0.087836
19411031,1_2,-0.051191
19411031,3_5,-0.057596
19411031,6_8,-0.060872
19411031,9_10,-0.072133
19411031,1_5,-0.052019
19411031,6_10,-0.062345
19411031,Mrkt,-0.052471
19411129,1,-0.017854
19411129,2,-0.023584
19411129,3,-0.017972
19411129,4,-0.013770
19411129,5,-0.025042
19411129,6,-0.012271
19411129,7,-0.027948
19411129,8,-0.039015
19411129,9,-0.050086
19411129,10,-0.096363
19411129,1_2,-0.018720
19411129,3_5,-0.018103
19411129,6_8,-0.022879
19411129,9_10,-0.061561
19411129,1_5,-0.018641
19411129,6_10,-0.027881
19411129,Mrkt,-0.019041
19411231,1,-0.044301
19411231,2,-0.056733
19411231,3,-0.053236
19411231,4,-0.037266
19411231,5,-0.056007
19411231,6,-0.084382
19411231,7,-0.094579
19411231,8,-0.084731
19411231,9,-0.147999
19411231,10,-0.165647
19411231,1_2,-0.046172
19411231,3_5,-0.049016
19411231,6_8,-0.087746
19411231,9_10,-0.152223
19411231,1_5,-0.046538
19411231,6_10,-0.095878
19411231,Mrkt,-0.048651
19420131,1,-0.009922
19420131,2,0.041624
19420131,3,0.032158
19420131,4,0.049923
19420131,5,0.060565
19420131,6,0.082727
19420131,7,0.106830
19420131,8,0.156693
19420131,9,0.206240
19420131,10,0.419264
19420131,1_2,-0.002296
19420131,3_5,0.042951
19420131,6_8,0.105206
19420131,9_10,0.255589
19420131,1_5,0.003469
19420131,6_10,0.122421
19420131,Mrkt,0.008148
19420228,1,-0.026659
19420228,2,-0.021091
19420228,3,-0.021901
19420228,4,-0.022048
19420228,5,-0.003684
19420228,6,-0.017646
19420228,7,-0.016166
19420228,8,-0.011758
19420228,9,-0.008025
19420228,10,-0.041624
19420228,1_2,-0.025801
19420228,3_5,-0.018371
19420228,6_8,-0.015929
19420228,9_10,-0.016837
19420228,1_5,-0.024817
19420228,6_10,-0.016045
19420228,Mrkt,-0.024433
19420331,1,-0.069062
19420331,2,-0.068958
19420331,3,-0.052485
19420331,4,-0.052512
19420331,5,-0.036514
19420331,6,-0.052718
19420331,7,-0.034148
19420331,8,-0.058069
19420331,9,-0.044173
19420331,10,-0.068042
19420331,1_2,-0.069046
19420331,3_5,-0.049313
19420331,6_8,-0.047862
19420331,9_10,-0.050278
19420331,1_5,-0.066415
19420331,6_10,-0.048172
19420331,Mrkt,-0.065608
19420430,1,-0.039849
19420430,2,-0.053121
19420430,3,-0.053474
19420430,4,-0.052881
19420430,5,-0.057966
19420430,6,-0.047894
19420430,7,-0.037065
19420430,8,-0.051170
19420430,9,-0.044166
19420430,10,-0.032750
19420430,1_2,-0.041905
19420430,3_5,-0.054178
19420430,6_8,-0.045068
19420430,9_10,-0.041290
19420430,1_5,-0.043553
19420430,6_10,-0.044589
19420430,Mrkt,-0.043599
19420529,1,0.066621
19420529,2,0.060256
19420529,3,0.041109
19420529,4,0.033193
19420529,5,0.026965
19420529,6,0.010378
19420529,7,0.020556
19420529,8,0.022669
19420529,9,-0.007599
19420529,10,-0.003514
19420529,1_2,0.065648
19420529,3_5,0.035925
19420529,6_8,0.016261
19420529,9_10,-0.006530
19420529,1_5,0.061702
19420529,6_10,0.013332
19420529,Mrkt,0.059521
19420630,1,0.028266
19420630,2,0.027063
19420630,3,0.023638
19420630,4,0.021551
19420630,5,0.023810
19420630,6,0.021112
19420630,7,0.022144
19420630,8,0.008799
19420630,9,0.026537
19420630,10,0.053216
19420630,1_2,0.028083
19420630,3_5,0.023046
19420630,6_8,0.018857
19420630,9_10,0.033548
19420630,1_5,0.027429
19420630,6_10,0.020714
19420630,Mrkt,0.027139
19420731,1,0.031144
19420731,2,0.047070
19420731,3,0.049669
19420731,4,0.041095
19420731,5,0.039950
19420731,6,0.047315
19420731,7,0.040793
19420731,8,0.036452
19420731,9,0.060348
19420731,10,0.075235
19420731,1_2,0.033570
19420731,3_5,0.045245
19420731,6_8,0.042951
19420731,9_10,0.064116
19420731,1_5,0.035071
19420731,6_10,0.045666
19420731,Mrkt,0.035520
19420831,1,0.016089
19420831,2,0.022279
19420831,3,0.027033
19420831,4,0.012117
19420831,5,0.029292
19420831,6,0.024896
19420831,7,0.019146
19420831,8,0.042830
19420831,9,0.016630
19420831,10,0.032688
19420831,1_2,0.017042
19420831,3_5,0.023145
19420831,6_8,0.026706
19420831,9_10,0.020734
19420831,1_5,0.017836
19420831,6_10,0.025921
19420831,Mrkt,0.018180
19420930,1,0.024666
19420930,2,0.028318
19420930,3,0.030416
19420930,4,0.033167
19420930,5,0.023883
19420930,6,0.025636
19420930,7,0.036345
19420930,8,0.040851
19420930,9,0.063036
19420930,10,0.128719
19420930,1_2,0.025232
19420930,3_5,0.029916
19420930,6_8,0.032311
19420930,9_10,0.080034
19420930,1_5,0.025847
19420930,6_10,0.038572
19420930,Mrkt,0.026393
19421031,1,0.061008
19421031,2,0.076523
19421031,3,0.084357
19421031,4,0.094543
19421031,5,0.089234
19421031,6,0.099019
19421031,7,0.102383
19421031,8,0.119407
19421031,9,0.118707
19421031,10,0.146295
19421031,1_2,0.063359
19421031,3_5,0.088268
19421031,6_8,0.104328
19421031,9_10,0.125975
19421031,1_5,0.066623
19421031,6_10,0.107266
19421031,Mrkt,0.068395
19421130,1,0.006412
19421130,2,0.000689
19421130,3,-0.014343
19421130,4,-0.012118
19421130,5,-0.014323
19421130,6,-0.020283
19421130,7,-0.030511
19421130,8,-0.017694
19421130,9,-0.019079
19421130,10,-0.055487
19421130,1_2,0.005537
19421130,3_5,-0.013689
19421130,6_8,-0.023050
19421130,9_10,-0.028839
19421130,1_5,0.002960
19421130,6_10,-0.023854
19421130,Mrkt,0.001755
19421231,1,0.049782
19421231,2,0.067696
19421231,3,0.054869
19421231,4,0.055222
19421231,5,0.034532
19421231,6,0.034559
19421231,7,0.048609
19421231,8,0.017839
19421231,9,0.026579
19421231,10,-0.031400
19421231,1_2,0.052505
19421231,3_5,0.050998
19421231,6_8,0.035493
19421231,9_10,0.011574
19421231,1_5,0.052306
19421231,6_10,0.032186
19421231,Mrkt,0.051425
19430130,1,0.059443
19430130,2,0.085979
19430130,3,0.077508
19430130,4,0.102395
19430130,5,0.107773
19430130,6,0.130890
19430130,7,0.183026
19430130,8,0.163508
19430130,9,0.241818
19430130,10,0.419150
19430130,1_2,0.063593
19430130,3_5,0.090584
19430130,6_8,0.154745
19430130,9_10,0.287882
19430130,1_5,0.067111
19430130,6_10,0.172218
19430130,Mrkt,0.071568
19430227,1,0.051821
19430227,2,0.075771
19430227,3,0.072794
19430227,4,0.069659
19430227,5,0.100829
19430227,6,0.091004
19430227,7,0.128916
19430227,8,0.107031
19430227,9,0.186084
19430227,10,0.388390
19430227,1_2,0.055638
19430227,3_5,0.077458
19430227,6_8,0.107066
19430227,9_10,0.243912
19430227,1_5,0.058545
19430227,6_10,0.126825
19430227,Mrkt,0.061715
19430331,1,0.042367
19430331,2,0.095735
19430331,3,0.094750
19430331,4,0.091770
19430331,5,0.104100
19430331,6,0.101980
19430331,7,0.139623
19430331,8,0.151246
19430331,9,0.160846
19430331,10,0.056042
19430331,1_2,0.051060
19430331,3_5,0.095769
19430331,6_8,0.125259
19430331,9_10,0.127370
19430331,1_5,0.057144
19430331,6_10,0.125596
19430331,Mrkt,0.060515
19430430,1,0.002809
19430430,2,0.013068
19430430,3,0.015321
19430430,4,0.032776
19430430,5,0.027069
19430430,6,0.008690
19430430,7,0.036193
19430430,8,0.040003
19430430,9,0.057940
19430430,10,0.113813
19430430,1_2,0.004534
19430430,3_5,0.022751
19430430,6_8,0.024573
19430430,9_10,0.074190
19430430,1_5,0.007102
19430430,6_10,0.032253
19430430,Mrkt,0.008391
19430529,1,0.054180
19430529,2,0.056452
19430529,3,0.052731
19430529,4,0.077754
19430529,5,0.064990
19430529,6,0.095954
19430529,7,0.074553
19430529,8,0.094395
19430529,9,0.095164
19430529,10,0.191048
19430529,1_2,0.054566
19430529,3_5,0.062486
19430529,6_8,0.088486
