caldt,prtnam,totret
19251231,1,
19251231,2,
19251231,3,
19251231,4,
19251231,5,
19251231,6,
19251231,7,
19251231,8,
19251231,9,
19251231,10,
19251231,1_2,
19251231,3_5,
19251231,6_8,
19251231,9_10,
19251231,1_5,
19251231,6_10,
19251231,Mrkt,
19260130,1,-0.004031
19260130,2,0.002728
19260130,3,0.005796
19260130,4,0.008535
19260130,5,-0.011396
19260130,6,0.027443
19260130,7,0.021429
19260130,8,0.002392
19260130,9,0.052900
19260130,10,0.146021
19260130,1_2,-0.002459
19260130,3_5,0.003371
19260130,6_8,0.020194
19260130,9_10,0.076462
19260130,1_5,-0.001335
19260130,6_10,0.028192
19260130,Mrkt,0.000446
19260227,1,-0.024657
19260227,2,-0.026461
19260227,3,-0.059177
19260227,4,-0.053939
19260227,5,-0.048471
19260227,6,-0.071754
19260227,7,-0.073808
19260227,8,-0.052634
19260227,9,-0.072479
19260227,10,-0.037773
19260227,1_2,-0.025085
19260227,3_5,-0.055511
19260227,6_8,-0.068487
19260227,9_10,-0.062918
19260227,1_5,-0.030997
19260227,6_10,-0.067652
19260227,Mrkt,-0.033308
19260331,1,-0.052027
19260331,2,-0.077786
19260331,3,-0.076180
19260331,4,-0.094376
19260331,5,-0.096549
19260331,6,-0.090953
19260331,7,-0.104965
19260331,8,-0.129975
19260331,9,-0.096184
19260331,10,-0.132185
19260331,1_2,-0.058150
19260331,3_5,-0.085824
19260331,6_8,-0.103927
19260331,9_10,-0.106031
19260331,1_5,-0.063443
19260331,6_10,-0.104244
19260331,Mrkt,-0.066002
19260430,1,0.037645
19260430,2,0.033402
19260430,3,0.035611
19260430,4,0.049899
19260430,5,0.024346
19260430,6,0.060171
19260430,7,0.043767
19260430,8,0.006535
19260430,9,0.017236
19260430,10,0.034664
19260430,1_2,0.036691
19260430,3_5,0.037721
19260430,6_8,0.043615
19260430,9_10,0.021694
19260430,1_5,0.036880
19260430,6_10,0.040332
19260430,Mrkt,0.037081
19260528,1,0.013988
19260528,2,0.010071
19260528,3,0.015732
19260528,4,0.010204
19260528,5,-0.007994
19260528,6,0.018061
19260528,7,0.007201
19260528,8,0.005469
19260528,9,-0.021662
19260528,10,-0.010350
19260528,1_2,0.013111
19260528,3_5,0.009674
19260528,6_8,0.012057
19260528,9_10,-0.018756
19260528,1_5,0.012472
19260528,6_10,0.007279
19260528,Mrkt,0.012163
19260630,1,0.053230
19260630,2,0.058354
19260630,3,0.061848
19260630,4,0.064758
19260630,5,0.029545
19260630,6,0.031455
19260630,7,0.056604
19260630,8,0.048804
19260630,9,0.068140
19260630,10,-0.010940
19260630,1_2,0.054409
19260630,3_5,0.056738
19260630,6_8,0.042906
19260630,9_10,0.047810
19260630,1_5,0.054849
19260630,6_10,0.043646
19260630,Mrkt,0.054183
19260731,1,0.038674
19260731,2,0.028131
19260731,3,0.015827
19260731,4,0.009546
19260731,5,0.020290
19260731,6,0.008708
19260731,7,0.013765
19260731,8,-0.000067
19260731,9,0.004752
19260731,10,-0.003444
19260731,1_2,0.036347
19260731,3_5,0.014777
19260731,6_8,0.008536
19260731,9_10,0.002747
19260731,1_5,0.032438
19260731,6_10,0.007684
19260731,Mrkt,0.030990
19260831,1,0.035965
19260831,2,0.012826
19260831,3,0.017384
19260831,4,0.012900
19260831,5,0.039546
19260831,6,0.032033
19260831,7,0.032081
19260831,8,0.040938
19260831,9,0.030880
19260831,10,0.012114
19260831,1_2,0.030900
19260831,3_5,0.020130
19260831,6_8,0.033876
19260831,9_10,0.026370
19260831,1_5,0.028969
19260831,6_10,0.032777
19260831,Mrkt,0.029189
19260930,1,0.013169
19260930,2,-0.006249
19260930,3,0.005344
19260930,4,-0.015535
19260930,5,-0.000086
19260930,6,-0.006960
19260930,7,0.000037
19260930,8,-0.020180
19260930,9,-0.023469
19260930,10,0.012059
19260930,1_2,0.009018
19260930,3_5,-0.001780
19260930,6_8,-0.007391
19260930,9_10,-0.014372
19260930,1_5,0.007098
19260930,6_10,-0.008393
19260930,Mrkt,0.006206
19261030,1,-0.026200
19261030,2,-0.033683
19261030,3,-0.040582
19261030,4,-0.029335
19261030,5,-0.033175
19261030,6,-0.029578
19261030,7,-0.047372
19261030,8,-0.047403
19261030,9,-0.019475
19261030,10,-0.045975
19261030,1_2,-0.027777
19261030,3_5,-0.035971
19261030,6_8,-0.039119
19261030,9_10,-0.026107
19261030,1_5,-0.029213
19261030,6_10,-0.037303
19261030,Mrkt,-0.029664
19261130,1,0.024104
19261130,2,0.038894
19261130,3,0.029846
19261130,4,0.035026
19261130,5,0.048479
19261130,6,0.043798
19261130,7,0.015337
19261130,8,0.037557
19261130,9,-0.024140
19261130,10,-0.008297
19261130,1_2,0.027207
19261130,3_5,0.034836
19261130,6_8,0.032706
19261130,9_10,-0.020316
19261130,1_5,0.028550
19261130,6_10,0.025272
19261130,Mrkt,0.028365
19261231,1,0.028869
19261231,2,0.035324
19261231,3,0.027864
19261231,4,0.026535
19261231,5,0.021177
19261231,6,0.022989
19261231,7,0.031681
19261231,8,0.035622
19261231,9,0.025833
19261231,10,-0.008419
19261231,1_2,0.030267
19261231,3_5,0.026199
19261231,6_8,0.028441
19261231,9_10,0.017452
19261231,1_5,0.029549
19261231,6_10,0.026969
19261231,Mrkt,0.029405
19270131,1,-0.002863
19270131,2,0.004068
19270131,3,0.007743
19270131,4,0.023684
19270131,5,0.004317
19270131,6,0.009860
19270131,7,0.067593
19270131,8,0.014558
19270131,9,0.005276
19270131,10,0.005130
19270131,1_2,-0.001381
19270131,3_5,0.011606
19270131,6_8,0.029700
19270131,9_10,0.005240
19270131,1_5,0.000876
19270131,6_10,0.026492
19270131,Mrkt,0.002288
19270228,1,0.039999
19270228,2,0.043527
19270228,3,0.048105
19270228,4,0.062926
19270228,5,0.067036
19270228,6,0.060946
19270228,7,0.056493
19270228,8,0.060379
19270228,9,0.073556
19270228,10,0.098321
19270228,1_2,0.040756
19270228,3_5,0.055939
19270228,6_8,0.059337
19270228,9_10,0.080224
19270228,1_5,0.043438
19270228,6_10,0.062074
19270228,Mrkt,0.044498
19270331,1,0.015160
19270331,2,-0.009511
19270331,3,-0.014928
19270331,4,-0.001873
19270331,5,-0.032189
19270331,6,-0.032073
19270331,7,0.007964
19270331,8,-0.041542
19270331,9,0.002020
19270331,10,-0.084424
19270331,1_2,0.009865
19270331,3_5,-0.014374
19270331,6_8,-0.020711
19270331,9_10,-0.021747
19270331,1_5,0.005536
19270331,6_10,-0.020849
19270331,Mrkt,0.004009
19270430,1,0.012314
19270430,2,-0.003833
19270430,3,-0.008504
19270430,4,0.002150
19270430,5,0.020393
19270430,6,-0.016107
19270430,7,0.009802
19270430,8,0.014504
19270430,9,-0.004552
19270430,10,0.048464
19270430,1_2,0.008948
19270430,3_5,0.000162
19270430,6_8,-0.001110
19270430,9_10,0.008963
19270430,1_5,0.007417
19270430,6_10,0.000191
19270430,Mrkt,0.007015
19270531,1,0.054654
19270531,2,0.053284
19270531,3,0.069366
19270531,4,0.082491
19270531,5,0.054125
19270531,6,0.089445
19270531,7,0.027751
19270531,8,0.069578
19270531,9,0.083326
19270531,10,0.084905
19270531,1_2,0.054372
19270531,3_5,0.070108
19270531,6_8,0.064944
19270531,9_10,0.083735
19270531,1_5,0.057084
19270531,6_10,0.067377
19270531,Mrkt,0.057654
19270630,1,-0.019028
19270630,2,-0.025919
19270630,3,-0.031375
19270630,4,-0.008846
19270630,5,-0.010240
19270630,6,-0.023449
19270630,7,-0.005449
19270630,8,-0.007018
19270630,9,-0.035424
19270630,10,-0.034056
19270630,1_2,-0.020476
19270630,3_5,-0.020705
19270630,6_8,-0.014132
19270630,9_10,-0.035061
19270630,1_5,-0.020517
19270630,6_10,-0.016867
19270630,Mrkt,-0.020312
19270730,1,0.084970
19270730,2,0.064543
19270730,3,0.061689
19270730,4,0.058629
19270730,5,0.055122
19270730,6,0.035988
19270730,7,0.052274
19270730,8,0.051622
19270730,9,0.047653
19270730,10,0.064414
19270730,1_2,0.080723
19270730,3_5,0.059481
19270730,6_8,0.044871
19270730,9_10,0.051615
19270730,1_5,0.077022
19270730,6_10,0.045753
19270730,Mrkt,0.075307
19270831,1,0.029062
19270831,2,0.016452
19270831,3,0.015540
19270831,4,0.009955
19270831,5,0.008368
19270831,6,-0.008646
19270831,7,-0.001561
19270831,8,-0.003607
19270831,9,0.006407
19270831,10,-0.026580
19270831,1_2,0.026472
19270831,3_5,0.012457
19270831,6_8,-0.005098
19270831,9_10,-0.001284
19270831,1_5,0.024065
19270831,6_10,-0.004585
19270831,Mrkt,0.022529
19270930,1,0.054010
19270930,2,0.046743
19270930,3,0.046282
19270930,4,0.053700
19270930,5,0.046175
19270930,6,0.022719
19270930,7,0.025388
19270930,8,0.018605
19270930,9,-0.003735
19270930,10,-0.001971
19270930,1_2,0.052537
19270930,3_5,0.048469
19270930,6_8,0.022654
19270930,9_10,-0.003334
19270930,1_5,0.051842
19270930,6_10,0.019215
19270930,Mrkt,0.050111
19271031,1,-0.043044
19271031,2,-0.042809
19271031,3,-0.033615
19271031,4,-0.030972
19271031,5,-0.020954
19271031,6,-0.028780
19271031,7,-0.014505
19271031,8,-0.044962
19271031,9,-0.063870
19271031,10,-0.066141
19271031,1_2,-0.042996
19271031,3_5,-0.030422
19271031,6_8,-0.027682
19271031,9_10,-0.064422
19271031,1_5,-0.040830
19271031,6_10,-0.032445
19271031,Mrkt,-0.040403
19271130,1,0.061700
19271130,2,0.068104
19271130,3,0.082573
19271130,4,0.074009
19271130,5,0.088743
19271130,6,0.057979
19271130,7,0.084976
19271130,8,0.099729
19271130,9,0.135856
19271130,10,0.156881
19271130,1_2,0.063005
19271130,3_5,0.081185
19271130,6_8,0.075923
19271130,9_10,0.140955
19271130,1_5,0.066183
19271130,6_10,0.084059
19271130,Mrkt,0.067105
19271231,1,0.013615
19271231,2,0.052276
19271231,3,0.045999
19271231,4,0.016460
19271231,5,0.036386
19271231,6,0.042924
19271231,7,0.016371
19271231,8,0.005375
19271231,9,0.034063
19271231,10,0.018735
19271231,1_2,0.021616
19271231,3_5,0.035191
19271231,6_8,0.025776
19271231,9_10,0.030408
19271231,1_5,0.024021
19271231,6_10,0.026384
19271231,Mrkt,0.024147
19280131,1,-0.012530
19280131,2,0.016667
19280131,3,-0.007476
19280131,4,0.013080
19280131,5,0.026617
19280131,6,0.005244
19280131,7,0.028217
19280131,8,0.043146
19280131,9,0.040464
19280131,10,0.104903
19280131,1_2,-0.006430
19280131,3_5,0.005364
19280131,6_8,0.020694
19280131,9_10,0.056199
19280131,1_5,-0.004330
19280131,6_10,0.025374
19280131,Mrkt,-0.002737
19280229,1,-0.005825
19280229,2,-0.020795
19280229,3,-0.037659
19280229,4,-0.022252
19280229,5,-0.026546
19280229,6,-0.034396
19280229,7,-0.031766
19280229,8,-0.023871
19280229,9,-0.007353
19280229,10,-0.018445
19280229,1_2,-0.009185
19280229,3_5,-0.030786
19280229,6_8,-0.031280
19280229,9_10,-0.010187
19280229,1_5,-0.013187
19280229,6_10,-0.028447
19280229,Mrkt,-0.014050
19280331,1,0.097792
19280331,2,0.082886
19280331,3,0.076165
19280331,4,0.075726
19280331,5,0.091532
19280331,6,0.067124
19280331,7,0.092275
19280331,8,0.063872
19280331,9,0.051005
19280331,10,0.033861
19280331,1_2,0.094447
19280331,3_5,0.079072
19280331,6_8,0.074679
19280331,9_10,0.046687
19280331,1_5,0.091653
19280331,6_10,0.070865
19280331,Mrkt,0.090492
19280430,1,0.036059
19280430,2,0.046473
19280430,3,0.062176
19280430,4,0.052774
19280430,5,0.075520
19280430,6,0.074309
19280430,7,0.092079
19280430,8,0.062993
19280430,9,0.128018
19280430,10,0.217879
19280430,1_2,0.038233
19280430,3_5,0.062046
19280430,6_8,0.077690
19280430,9_10,0.149691
19280430,1_5,0.042498
19280430,6_10,0.087238
19280430,Mrkt,0.044934
19280531,1,0.018393
19280531,2,0.012911
19280531,3,0.019561
19280531,4,0.017546
19280531,5,0.026379
19280531,6,0.024407
19280531,7,-0.013909
19280531,8,0.041010
19280531,9,0.054669
19280531,10,0.155594
19280531,1_2,0.017245
19280531,3_5,0.020332
19280531,6_8,0.015273
19280531,9_10,0.080549
19280531,1_5,0.017802
19280531,6_10,0.024371
19280531,Mrkt,0.018178
19280630,1,-0.036219
19280630,2,-0.053869
19280630,3,-0.059365
19280630,4,-0.079173
19280630,5,-0.044112
19280630,6,-0.052796
19280630,7,-0.081132
19280630,8,-0.103450
19280630,9,-0.125266
19280630,10,-0.090614
19280630,1_2,-0.039964
19280630,3_5,-0.062249
19280630,6_8,-0.072402
19280630,9_10,-0.115826
19280630,1_5,-0.043950
19280630,6_10,-0.078743
19280630,Mrkt,-0.045975
19280731,1,0.008266
19280731,2,0.014370
19280731,3,0.010016
19280731,4,0.019793
19280731,5,0.013579
19280731,6,0.001155
19280731,7,-0.008171
19280731,8,-0.019569
19280731,9,0.013634
19280731,10,-0.016802
19280731,1_2,0.009551
19280731,3_5,0.013670
19280731,6_8,-0.006043
19280731,9_10,0.005527
19280731,1_5,0.010264
19280731,6_10,-0.004409
19280731,Mrkt,0.009477
19280831,1,0.070484
19280831,2,0.063939
19280831,3,0.084428
19280831,4,0.074834
19280831,5,0.075614
19280831,6,0.052897
19280831,7,0.055803
19280831,8,0.031317
19280831,9,0.041518
19280831,10,0.014824
19280831,1_2,0.069102
19280831,3_5,0.079745
19280831,6_8,0.049435
19280831,9_10,0.034661
19280831,1_5,0.070962
19280831,6_10,0.047341
19280831,Mrkt,0.069713
19280929,1,0.023279
19280929,2,0.030792
19280929,3,0.051301
19280929,4,0.044910
19280929,5,0.074804
19280929,6,0.040924
19280929,7,0.063378
19280929,8,0.041761
19280929,9,0.048336
19280929,10,0.079028
19280929,1_2,0.024875
19280929,3_5,0.054075
19280929,6_8,0.048314
19280929,9_10,0.056185
19280929,1_5,0.030112
19280929,6_10,0.049405
19280929,Mrkt,0.031104
19281031,1,0.020478
19281031,2,0.010263
19281031,3,0.006028
19281031,4,0.009319
19281031,5,0.015053
19281031,6,0.031269
19281031,7,0.024483
19281031,8,0.024909
19281031,9,0.022055
19281031,10,0.009694
19281031,1_2,0.018403
19281031,3_5,0.008800
19281031,6_8,0.027832
19281031,9_10,0.018861
19281031,1_5,0.016664
19281031,6_10,0.026588
19281031,Mrkt,0.017200
19281130,1,0.132795
19281130,2,0.091137
19281130,3,0.103372
19281130,4,0.116924
19281130,5,0.114062
19281130,6,0.102880
19281130,7,0.090963
19281130,8,0.103928
19281130,9,0.144042
19281130,10,0.102785
19281130,1_2,0.124379
19281130,3_5,0.109628
19281130,6_8,0.099292
19281130,9_10,0.133691
19281130,1_5,0.121710
19281130,6_10,0.104024
19281130,Mrkt,0.120727
19281231,1,0.001342
19281231,2,0.009353
19281231,3,0.022727
19281231,4,-0.007099
19281231,5,0.023052
19281231,6,0.005714
19281231,7,-0.009809
19281231,8,0.000874
19281231,9,-0.062770
19281231,10,-0.034135
19281231,1_2,0.002913
19281231,3_5,0.013475
19281231,6_8,-0.000178
19281231,9_10,-0.055869
19281231,1_5,0.004831
19281231,6_10,-0.007881
19281231,Mrkt,0.004123
19290131,1,0.053507
19290131,2,0.061210
19290131,3,0.050218
19290131,4,0.025595
19290131,5,0.022822
19290131,6,0.016412
19290131,7,0.017545
19290131,8,0.028285
19290131,9,0.014994
19290131,10,0.046884
19290131,1_2,0.055039
19290131,3_5,0.037677
19290131,6_8,0.019083
19290131,9_10,0.023172
19290131,1_5,0.051883
19290131,6_10,0.019627
19290131,Mrkt,0.050133
19290228,1,-0.002917
19290228,2,0.000337
19290228,3,0.009972
19290228,4,0.012849
19290228,5,0.002430
19290228,6,0.011211
19290228,7,0.002054
19290228,8,0.010501
19290228,9,-0.011980
19290228,10,-0.010201
19290228,1_2,-0.002273
19290228,3_5,0.009414
19290228,6_8,0.008090
19290228,9_10,-0.011507
19290228,1_5,-0.000169
19290228,6_10,0.005509
19290228,Mrkt,0.000127
19290328,1,0.008288
19290328,2,-0.005884
19290328,3,-0.028696
19290328,4,-0.043854
19290328,5,-0.043955
19290328,6,-0.046170
19290328,7,-0.046486
19290328,8,-0.040199
19290328,9,-0.047156
19290328,10,-0.020866
19290328,1_2,0.005404
19290328,3_5,-0.036236
19290328,6_8,-0.045072
19290328,9_10,-0.040080
19290328,1_5,-0.002336
19290328,6_10,-0.044433
19290328,Mrkt,-0.004599
19290430,1,0.019808
19290430,2,0.017750
19290430,3,0.001305
19290430,4,0.030972
19290430,5,0.015475
19290430,6,0.019824
19290430,7,0.011657
19290430,8,0.009061
19290430,9,-0.010761
19290430,10,0.026824
19290430,1_2,0.019389
19290430,3_5,0.012740
19290430,6_8,0.015134
19290430,9_10,-0.001285
19290430,1_5,0.018225
19290430,6_10,0.012968
19290430,Mrkt,0.017953
19290531,1,-0.056761
19290531,2,-0.035978
19290531,3,-0.068677
19290531,4,-0.098623
19290531,5,-0.074343
19290531,6,-0.087423
19290531,7,-0.106128
19290531,8,-0.112735
19290531,9,-0.138343
19290531,10,-0.164168
19290531,1_2,-0.052506
19290531,3_5,-0.078730
19290531,6_8,-0.098189
19290531,9_10,-0.144958
19290531,1_5,-0.057077
19290531,6_10,-0.104122
19290531,Mrkt,-0.059539
19290629,1,0.106978
19290629,2,0.107368
19290629,3,0.082678
19290629,4,0.109399
19290629,5,0.076463
19290629,6,0.072552
19290629,7,0.047136
19290629,8,0.066952
19290629,9,0.062050
19290629,10,0.029402
19290629,1_2,0.107060
19290629,3_5,0.089254
19290629,6_8,0.063490
19290629,9_10,0.053924
19290629,1_5,0.104048
19290629,6_10,0.062431
19290629,Mrkt,0.101797
19290731,1,0.055657
19290731,2,0.050685
19290731,3,0.022821
19290731,4,0.025231
19290731,5,0.019207
19290731,6,0.029597
19290731,7,0.017698
19290731,8,0.001129
19290731,9,-0.005520
19290731,10,-0.008481
19290731,1_2,0.054641
19290731,3_5,0.022817
19290731,6_8,0.020268
19290731,9_10,-0.006248
19290731,1_5,0.049375
19290731,6_10,0.017022
19290731,Mrkt,0.047827
19290830,1,0.104477
19290830,2,0.078404
19290830,3,0.042898
19290830,4,0.037624
19290830,5,0.029489
19290830,6,-0.003034
19290830,7,0.005840
19290830,8,0.016190
19290830,9,-0.033649
19290830,10,-0.034490
19290830,1_2,0.099251
19290830,3_5,0.038800
19290830,6_8,0.003484
19290830,9_10,-0.033857
19290830,1_5,0.089348
19290830,6_10,-0.000872
19290830,Mrkt,0.085108
19290930,1,-0.059218
19290930,2,-0.036971
19290930,3,-0.025741
19290930,4,-0.044493
19290930,5,-0.026722
19290930,6,-0.034589
19290930,7,-0.041184
19290930,8,-0.033509
19290930,9,-0.082989
19290930,10,-0.058488
19290930,1_2,-0.054863
19290930,3_5,-0.031178
19290930,6_8,-0.036434
19290930,9_10,-0.076925
19290930,1_5,-0.051150
19290930,6_10,-0.040937
19290930,Mrkt,-0.050709
19291031,1,-0.193676
19291031,2,-0.184219
19291031,3,-0.193876
19291031,4,-0.253371
19291031,5,-0.174579
19291031,6,-0.249414
19291031,7,-0.217401
19291031,8,-0.211683
19291031,9,-0.209182
19291031,10,-0.225250
19291031,1_2,-0.191818
19291031,3_5,-0.206757
19291031,6_8,-0.231572
19291031,9_10,-0.213096
19291031,1_5,-0.194129
19291031,6_10,-0.229389
19291031,Mrkt,-0.195671
19291127,1,-0.130439
19291127,2,-0.104854
19291127,3,-0.120320
19291127,4,-0.123102
19291127,5,-0.118247
19291127,6,-0.137597
19291127,7,-0.113616
19291127,8,-0.133214
19291127,9,-0.133039
19291127,10,-0.132944
19291127,1_2,-0.125306
19291127,3_5,-0.120645
19291127,6_8,-0.128773
19291127,9_10,-0.133016
19291127,1_5,-0.124605
19291127,6_10,-0.129266
19291127,Mrkt,-0.124804
19291231,1,0.027583
19291231,2,0.021964
19291231,3,-0.018497
19291231,4,0.000513
19291231,5,-0.001745
19291231,6,-0.012984
19291231,7,-0.008459
19291231,8,-0.048233
19291231,9,-0.044127
19291231,10,-0.103345
19291231,1_2,0.026426
19291231,3_5,-0.010230
19291231,6_8,-0.018535
19291231,9_10,-0.059015
19291231,1_5,0.020904
19291231,6_10,-0.023276
19291231,Mrkt,0.018984
19300131,1,0.051781
19300131,2,0.051958
19300131,3,0.049188
19300131,4,0.081607
19300131,5,0.094243
19300131,6,0.074051
19300131,7,0.150754
19300131,8,0.103795
19300131,9,0.187175
19300131,10,0.212957
19300131,1_2,0.051815
19300131,3_5,0.066569
19300131,6_8,0.104285
19300131,9_10,0.193423
19300131,1_5,0.053948
19300131,6_10,0.114255
19300131,Mrkt,0.056211
19300228,1,0.028533
19300228,2,0.031981
19300228,3,0.017855
19300228,4,0.010898
19300228,5,0.018191
19300228,6,0.033503
19300228,7,0.051844
19300228,8,0.020124
19300228,9,0.062475
19300228,10,0.054605
19300228,1_2,0.029193
19300228,3_5,0.015948
19300228,6_8,0.037094
19300228,9_10,0.060536
19300228,1_5,0.027262
19300228,6_10,0.039896
19300228,Mrkt,0.027761
19300331,1,0.072065
19300331,2,0.072555
19300331,3,0.065648
19300331,4,0.088785
19300331,5,0.110396
19300331,6,0.108973
19300331,7,0.087659
19300331,8,0.105987
19300331,9,0.150669
19300331,10,0.110872
19300331,1_2,0.072159
19300331,3_5,0.080849
19300331,6_8,0.101101
19300331,9_10,0.140957
19300331,1_5,0.073417
19300331,6_10,0.105892
19300331,Mrkt,0.074736
19300430,1,-0.008771
19300430,2,-0.034414
19300430,3,-0.035574
19300430,4,-0.037673
19300430,5,-0.031939
19300430,6,-0.058917
19300430,7,-0.048386
19300430,8,-0.040965
19300430,9,-0.023942
19300430,10,-0.079720
19300430,1_2,-0.013643
19300430,3_5,-0.035505
19300430,6_8,-0.052005
19300430,9_10,-0.036923
19300430,1_5,-0.016795
19300430,6_10,-0.050089
19300430,Mrkt,-0.018156
19300529,1,-0.009344
19300529,2,-0.010688
19300529,3,-0.045143
19300529,4,-0.025679
19300529,5,-0.031754
19300529,6,-0.019307
19300529,7,-0.043074
19300529,8,-0.054279
19300529,9,-0.076020
19300529,10,-0.071981
19300529,1_2,-0.009596
19300529,3_5,-0.036896
19300529,6_8,-0.033958
19300529,9_10,-0.075112
19300529,1_5,-0.013501
19300529,6_10,-0.039153
19300529,Mrkt,-0.014520
19300630,1,-0.151470
19300630,2,-0.169253
19300630,3,-0.171910
19300630,4,-0.162826
19300630,5,-0.185523
19300630,6,-0.187254
19300630,7,-0.214169
19300630,8,-0.210532
19300630,9,-0.203239
19300630,10,-0.196279
19300630,1_2,-0.154774
19300630,3_5,-0.171837
19300630,6_8,-0.200443
19300630,9_10,-0.201686
19300630,1_5,-0.157115
19300630,6_10,-0.200596
19300630,Mrkt,-0.158787
19300731,1,0.042508
19300731,2,0.047400
19300731,3,0.040133
19300731,4,0.042675
19300731,5,0.047411
19300731,6,0.040399
19300731,7,0.045617
19300731,8,0.017098
19300731,9,0.029050
19300731,10,0.045361
19300731,1_2,0.043399
19300731,3_5,0.042264
19300731,6_8,0.037464
19300731,9_10,0.033095
19300731,1_5,0.043248
19300731,6_10,0.036945
19300731,Mrkt,0.043019
19300829,1,0.009255
19300829,2,-0.005911
19300829,3,0.001245
19300829,4,-0.017552
19300829,5,-0.010394
19300829,6,-0.028583
19300829,7,-0.013991
19300829,8,-0.019312
19300829,9,-0.037513
19300829,10,-0.058083
19300829,1_2,0.006551
19300829,3_5,-0.006476
19300829,6_8,-0.022012
19300829,9_10,-0.042653
19300829,1_5,0.004863
19300829,6_10,-0.024489
19300829,Mrkt,0.003837
19300930,1,-0.117452
19300930,2,-0.136600
19300930,3,-0.131409
19300930,4,-0.158382
19300930,5,-0.141887
19300930,6,-0.135273
19300930,7,-0.150712
19300930,8,-0.188316
19300930,9,-0.226509
19300930,10,-0.173491
19300930,1_2,-0.120744
19300930,3_5,-0.140985
19300930,6_8,-0.150598
19300930,9_10,-0.213464
19300930,1_5,-0.123358
19300930,6_10,-0.158008
19300930,Mrkt,-0.124520
19301031,1,-0.079524
19301031,2,-0.115129
19301031,3,-0.095366
19301031,4,-0.086052
19301031,5,-0.104161
19301031,6,-0.104781
19301031,7,-0.109345
19301031,8,-0.096617
19301031,9,-0.110447
19301031,10,-0.083740
19301031,1_2,-0.085811
19301031,3_5,-0.094331
19301031,6_8,-0.104796
19301031,9_10,-0.103825
19301031,1_5,-0.086871
19301031,6_10,-0.104691
19301031,Mrkt,-0.087448
19301129,1,-0.028640
19301129,2,-0.032062
19301129,3,-0.012196
19301129,4,-0.024259
19301129,5,-0.023918
19301129,6,-0.032694
19301129,7,0.004865
19301129,8,-0.041930
19301129,9,-0.037479
19301129,10,-0.054071
19301129,1_2,-0.029227
19301129,3_5,-0.017889
19301129,6_8,-0.022385
19301129,9_10,-0.041669
19301129,1_5,-0.027821
19301129,6_10,-0.024478
19301129,Mrkt,-0.027715
19301231,1,-0.063594
19301231,2,-0.105538
19301231,3,-0.104118
19301231,4,-0.101747
19301231,5,-0.103239
19301231,6,-0.115194
19301231,7,-0.143975
19301231,8,-0.162404
19301231,9,-0.211956
19301231,10,-0.197497
19301231,1_2,-0.070755
19301231,3_5,-0.103268
19301231,6_8,-0.133576
19301231,9_10,-0.208369
19301231,1_5,-0.074826
19301231,6_10,-0.141562
19301231,Mrkt,-0.076962
19310131,1,0.051597
19310131,2,0.089400
19310131,3,0.078980
19310131,4,0.076465
19310131,5,0.101683
19310131,6,0.133217
19310131,7,0.135577
19310131,8,0.174977
19310131,9,0.216339
19310131,10,0.274064
19310131,1_2,0.057818
19310131,3_5,0.082279
19310131,6_8,0.141316
19310131,9_10,0.231085
19310131,1_5,0.060713
19310131,6_10,0.150199
19310131,Mrkt,0.063305
19310228,1,0.106052
19310228,2,0.101872
19310228,3,0.114584
19310228,4,0.121594
19310228,5,0.152084
19310228,6,0.133210
19310228,7,0.133353
19310228,8,0.161614
19310228,9,0.234475
19310228,10,0.274972
19310228,1_2,0.105341
19310228,3_5,0.123446
19310228,6_8,0.138385
19310228,9_10,0.246396
19310228,1_5,0.107503
19310228,6_10,0.150510
19310228,Mrkt,0.108855
19310331,1,-0.055082
19310331,2,-0.084131
19310331,3,-0.083620
19310331,4,-0.061257
19310331,5,-0.064793
19310331,6,-0.082397
19310331,7,-0.054436
19310331,8,-0.085364
19310331,9,-0.057722
19310331,10,-0.121971
19310331,1_2,-0.059977
19310331,3_5,-0.073536
19310331,6_8,-0.074339
19310331,9_10,-0.077015
19310331,1_5,-0.061625
19310331,6_10,-0.074665
19310331,Mrkt,-0.062052
19310430,1,-0.085603
19310430,2,-0.119041
19310430,3,-0.124155
19310430,4,-0.150112
19310430,5,-0.153392
19310430,6,-0.157424
19310430,7,-0.164867
19310430,8,-0.165062
19310430,9,-0.202039
19310430,10,-0.166823
19310430,1_2,-0.090978
19310430,3_5,-0.137173
19310430,6_8,-0.161237
19310430,9_10,-0.193765
19310430,1_5,-0.096461
19310430,6_10,-0.165029
19310430,Mrkt,-0.098638
19310529,1,-0.123463
19310529,2,-0.165224
19310529,3,-0.159624
19310529,4,-0.142235
19310529,5,-0.132570
19310529,6,-0.105611
19310529,7,-0.136208
19310529,8,-0.133160
19310529,9,-0.139908
19310529,10,-0.163429
19310529,1_2,-0.130085
19310529,3_5,-0.149776
19310529,6_8,-0.120536
19310529,9_10,-0.145638
19310529,1_5,-0.132322
19310529,6_10,-0.123316
19310529,Mrkt,-0.132058
19310630,1,0.130694
19310630,2,0.162943
19310630,3,0.180465
19310630,4,0.144875
19310630,5,0.172431
19310630,6,0.131647
19310630,7,0.164982
19310630,8,0.157126
19310630,9,0.178643
19310630,10,0.166026
19310630,1_2,0.135613
19310630,3_5,0.168653
19310630,6_8,0.146519
19310630,9_10,0.175563
19310630,1_5,0.139274
