caldt,vwretd,ewretd,sprtrn,CAP1RET,CAP2RET,CAP3RET,CAP4RET,CAP5RET,CAP6RET,CAP7RET,CAP8RET,CAP9RET,CAP10RET
19770920,0.000253,-0.000515,0.000417,0.000116,-0.001631,-0.000429,-0.001184,-0.000401,-0.000975,-0.000019,-0.000813,0.000273,0.000370
19770921,-0.007121,-0.003176,-0.008239,-0.000358,-0.000390,-0.000040,-0.003276,-0.004263,-0.003005,-0.005711,-0.006494,-0.005699,-0.007591
19770922,-0.000532,-0.001621,-0.000105,-0.005170,-0.002074,-0.003293,-0.003296,-0.002736,-0.001330,-0.000560,-0.000886,-0.000665,-0.000408
19770923,-0.000074,0.001847,-0.000526,0.000329,0.005362,0.002176,0.002415,0.003688,0.003231,0.000675,0.001826,-0.000060,-0.000358
19770926,0.002611,-0.000654,0.003577,-0.003946,-0.002234,-0.001148,-0.003306,-0.000769,0.001510,-0.000692,0.000638,0.000440,0.003265
19770927,-0.001050,-0.000782,-0.001468,-0.002838,-0.001778,-0.001443,-0.001124,-0.000834,-0.001861,-0.000427,-0.001040,-0.001132,-0.001040
19770928,0.000587,0.000732,0.000735,0.002007,0.000427,0.002781,-0.000582,0.002841,0.002414,-0.000716,0.000340,-0.000026,0.000662
19770929,0.005257,0.003675,0.005666,0.003462,0.004407,0.003612,0.003288,0.003039,0.004195,0.003636,0.004193,0.004997,0.005474
19770930,0.007042,0.005991,0.007094,0.006059,0.004258,0.004312,0.003602,0.008429,0.007455,0.006207,0.005920,0.007439,0.007102
19771003,0.002865,0.002636,0.002175,0.002383,0.001031,0.002979,0.002913,0.001174,0.003226,0.002130,0.002624,0.004194,0.002738
19771004,-0.005799,-0.001961,-0.007339,-0.000002,-0.002045,-0.000600,-0.001610,-0.002884,-0.002565,-0.002424,-0.002072,-0.002755,-0.006695
19771005,-0.003379,-0.001752,-0.003645,-0.004956,-0.002686,-0.000055,-0.000871,-0.000379,-0.000752,-0.002120,-0.002057,-0.002391,-0.003746
19771006,0.003677,0.003252,0.003867,0.001535,0.002975,0.002991,0.003478,0.003037,0.002607,0.003956,0.004007,0.003933,0.003651
19771007,0.000169,0.002986,-0.000833,0.002499,0.004406,0.002363,0.002943,0.003712,0.003511,0.002561,0.001890,0.002619,-0.000487
19771010,-0.001506,0.000112,-0.002292,0.000191,-0.001476,-0.000332,0.001458,0.000109,-0.000342,0.000215,-0.000859,-0.000280,-0.001834
19771011,-0.007299,-0.003284,-0.008564,-0.004313,-0.003374,-0.001797,-0.001951,-0.002681,-0.003275,-0.002946,-0.004148,-0.005315,-0.008095
19771012,-0.011012,-0.010361,-0.009375,-0.005961,-0.011755,-0.007937,-0.011262,-0.012188,-0.013003,-0.013845,-0.013870,-0.013699,-0.010356
19771013,-0.006770,-0.005830,-0.006168,-0.006398,-0.004003,-0.004752,-0.004059,-0.007055,-0.007273,-0.008426,-0.008050,-0.008795,-0.006393
19771014,0.000617,-0.000093,0.001070,-0.000191,-0.002682,0.000025,-0.000220,-0.002092,0.000849,0.000422,0.000123,0.001159,0.000624
19771017,-0.000954,-0.002039,-0.000962,-0.002241,-0.004166,-0.001748,-0.001377,-0.001516,-0.002798,-0.003407,-0.001797,-0.000702,-0.000809
19771018,-0.000003,0.001425,-0.000107,0.000753,0.001558,-0.002126,0.000746,0.000968,0.000848,0.002338,0.002462,0.002199,-0.000544
19771019,-0.010241,-0.005449,-0.011556,-0.007447,-0.004232,-0.003734,-0.004949,-0.004108,-0.006598,-0.007145,-0.005119,-0.007962,-0.011173
19771020,0.002069,-0.000185,0.003139,-0.003106,0.000371,-0.002814,-0.000510,-0.000796,0.000670,0.001187,0.000779,0.001181,0.002409
19771021,-0.002235,0.000332,-0.003777,0.002969,0.000533,0.001931,0.001493,0.002046,0.002283,0.000236,-0.000188,-0.000395,-0.002880
19771024,-0.007595,-0.004620,-0.007474,-0.003368,-0.004818,-0.003568,-0.001340,-0.005097,-0.005886,-0.007475,-0.005574,-0.008273,-0.007765
19771025,-0.008099,-0.009659,-0.006875,-0.006114,-0.007542,-0.009729,-0.008781,-0.012573,-0.010895,-0.011536,-0.010283,-0.011499,-0.007283
19771026,0.009942,0.003992,0.012088,0.002523,-0.000041,0.001540,0.002008,0.003398,0.002736,0.006100,0.005959,0.008107,0.010891
19771027,0.003918,0.003883,0.002606,0.004079,0.001174,0.001876,0.000910,0.004580,0.003870,0.006209,0.004429,0.005806,0.003594
19771028,0.003604,0.003779,0.003032,0.004768,0.004554,0.002275,0.003538,0.002182,0.005563,0.007207,0.004427,0.004092,0.003366
19771031,-0.001679,0.001312,-0.003023,-0.000500,0.001490,0.001937,0.002289,0.002492,0.002252,0.000123,0.001600,0.000652,-0.002423
19771101,-0.009367,-0.005595,-0.010721,-0.004005,-0.004417,-0.003758,-0.006573,-0.004317,-0.007087,-0.007795,-0.006979,-0.007823,-0.009937
19771102,-0.005859,-0.003179,-0.007006,-0.003888,-0.003181,-0.003690,-0.002243,-0.002623,-0.002053,-0.003782,-0.002355,-0.004548,-0.006465
19771103,0.001639,0.000875,0.000551,0.002095,0.002600,-0.001827,0.001700,0.001143,0.001129,0.001425,0.002057,0.000626,0.001790
19771104,0.009574,0.008335,0.009035,0.005483,0.005653,0.007408,0.009005,0.009575,0.009416,0.010321,0.008736,0.010653,0.009486
19771107,0.008343,0.006560,0.007753,0.005965,0.004883,0.004768,0.005337,0.008341,0.006686,0.008331,0.007234,0.009708,0.008303
19771108,0.002033,0.003360,0.001842,0.001075,-0.000313,0.004075,0.004178,0.005221,0.002652,0.005755,0.002385,0.003942,0.001566
19771109,0.005305,0.004846,0.005624,0.006054,0.002356,0.002894,0.004129,0.005435,0.007895,0.006993,0.005430,0.005545,0.005192
19771110,0.019176,0.013487,0.018606,0.007070,0.009662,0.011401,0.013258,0.014217,0.014484,0.016575,0.014926,0.015557,0.020283
19771111,0.013101,0.010578,0.013409,0.005376,0.009745,0.008999,0.013296,0.009362,0.009198,0.011782,0.007696,0.012176,0.013741
19771114,-0.004782,-0.000512,-0.006876,-0.000959,0.002084,0.001840,0.000903,0.001321,-0.002263,-0.001314,-0.000411,-0.001008,-0.005881
19771115,0.006613,0.005020,0.006399,0.003248,0.002964,0.002043,0.005193,0.003819,0.006215,0.005551,0.007334,0.007916,0.006512
19771116,-0.003127,0.001256,-0.005004,-0.000741,-0.002173,0.002300,0.002377,0.003751,0.002191,0.002141,0.000771,-0.000566,-0.004128
19771117,-0.001945,0.003451,-0.003038,0.000924,0.005519,0.002061,0.004462,0.004773,0.004279,0.004400,0.004048,0.002201,-0.003364
19771118,0.002758,0.005266,0.001786,0.004282,0.004662,0.006455,0.004929,0.007430,0.007629,0.005736,0.004358,0.003126,0.002328
19771121,-0.000511,0.001274,-0.000839,0.005266,0.000436,0.002396,0.001366,0.001960,0.001324,0.000474,0.000856,0.000310,-0.000843
19771122,0.008878,0.006425,0.008819,0.006524,0.003387,0.005636,0.006945,0.007739,0.006382,0.006828,0.007020,0.008941,0.009155
19771123,0.006179,0.007438,0.004163,0.006961,0.007867,0.009555,0.006780,0.006738,0.006648,0.009032,0.008249,0.006971,0.005813
19771125,0.003713,0.005947,0.002073,0.007599,0.004648,0.004789,0.005639,0.007351,0.008170,0.007704,0.002638,0.005023,0.003312
19771128,-0.004951,-0.000313,-0.006723,0.004525,0.002469,0.000556,-0.001116,-0.001461,-0.001583,-0.000322,-0.002784,-0.002712,-0.005738
19771129,-0.013594,-0.006234,-0.015514,0.000088,-0.003743,-0.004497,-0.005143,-0.006260,-0.007852,-0.009288,-0.009309,-0.011671,-0.014617
19771130,0.001945,0.001929,0.002961,0.002568,-0.000589,0.002571,0.001763,0.001765,0.001664,0.003291,0.002393,0.001570,0.001940
19771201,0.000997,0.005352,-0.001476,0.009923,0.005571,0.007582,0.006166,0.007256,0.006719,0.007084,0.006340,0.003614,-0.000174
19771202,0.000400,0.003935,-0.000211,0.003798,0.001354,0.006763,0.003846,0.006804,0.005353,0.005379,0.003364,0.002360,-0.000460
19771205,-0.003251,-0.000316,-0.004225,0.001603,0.005571,0.001062,-0.000400,-0.000021,-0.000421,-0.000170,-0.001154,-0.001575,-0.003888
19771206,-0.014843,-0.010817,-0.015275,-0.003434,-0.007154,-0.008913,-0.010542,-0.012509,-0.012467,-0.015836,-0.011775,-0.014679,-0.015202
19771207,-0.001186,-0.001428,-0.000539,-0.005704,-0.001778,-0.001391,-0.002538,-0.001601,-0.001098,-0.000906,0.000085,-0.001234,-0.001243
19771208,0.002201,0.001921,0.001940,0.003404,0.000597,0.002177,0.002681,0.001485,0.002354,0.002197,0.002107,0.001785,0.002272
19771209,0.006852,0.005028,0.007423,0.004256,0.001510,0.003483,0.003163,0.007022,0.006726,0.006639,0.007028,0.005768,0.007069
19771212,0.000585,0.000095,-0.000214,-0.000686,0.000427,0.001152,0.001351,0.000392,0.001879,-0.001082,-0.000365,0.001329,0.000562
19771213,-0.000164,-0.000639,-0.000748,0.002099,-0.000725,-0.004225,-0.000877,-0.000337,0.000606,-0.000737,0.000189,0.000623,-0.000265
19771214,0.003645,0.002894,0.005024,0.001774,0.002148,0.002406,0.004807,0.002805,0.003965,0.003359,0.001051,0.002079,0.004042
19771215,-0.003563,0.000741,-0.005105,0.001956,0.000895,0.003216,0.001296,0.001656,0.001129,0.000513,-0.001081,-0.001029,-0.004454
19771216,-0.000699,0.001923,-0.001603,0.002833,0.001337,0.003215,0.001733,0.002495,0.002137,0.001389,0.002140,0.000140,-0.001205
19771219,-0.006759,-0.005685,-0.007602,-0.010631,-0.002538,-0.004390,-0.005443,-0.006774,-0.006109,-0.006312,-0.006758,-0.006843,-0.006805
19771220,-0.003380,-0.005056,-0.002050,-0.003486,-0.003386,-0.004242,-0.005818,-0.009013,-0.006859,-0.006536,-0.005959,-0.005961,-0.002588
19771221,0.005983,0.004349,0.005946,0.005022,0.004278,0.001261,0.003193,0.004861,0.004016,0.004459,0.004281,0.005974,0.006243
19771222,0.006834,0.005332,0.008060,0.007324,0.003542,0.004920,0.004746,0.003012,0.005985,0.004083,0.004894,0.003871,0.007561
19771223,0.008815,0.006800,0.009488,0.009584,0.009668,0.004585,0.005911,0.006020,0.006828,0.008029,0.005937,0.007600,0.009302
19771227,-0.000021,-0.000909,0.000000,-0.001288,0.000679,-0.000550,-0.000711,-0.001938,-0.001523,-0.000932,-0.000222,-0.000819,0.000193
19771228,0.000505,0.001293,0.000634,0.003514,0.002093,-0.000613,0.003568,-0.000380,0.000107,0.002103,0.001715,0.002069,0.000155
19771229,0.003326,0.003089,0.002005,0.001998,0.001139,0.003943,0.002422,0.001194,0.004878,0.002427,0.003249,0.003204,0.003385
19771230,0.002126,0.006252,0.001685,0.011614,0.011186,0.005870,0.007039,0.005684,0.004465,0.003466,0.004130,0.003003,0.001651
19780103,-0.012489,-0.003578,-0.013460,0.007435,0.001067,0.000626,-0.001180,-0.004442,-0.006422,-0.007340,-0.008763,-0.010621,-0.013537
19780104,-0.003758,-0.003714,-0.003198,-0.000197,-0.005599,-0.004990,-0.001551,-0.003256,-0.002318,-0.004543,-0.004505,-0.004978,-0.003561
19780105,-0.007036,-0.001614,-0.008340,0.001551,0.001196,0.000341,0.000157,-0.001894,-0.000309,-0.002814,-0.003772,-0.005312,-0.007910
19780106,-0.012090,-0.010176,-0.012077,-0.002727,-0.005525,-0.007839,-0.009714,-0.012197,-0.011683,-0.013319,-0.013147,-0.013599,-0.011848
19780109,-0.011563,-0.011291,-0.010696,-0.007068,-0.007406,-0.007663,-0.011232,-0.012812,-0.011151,-0.014811,-0.013754,-0.015613,-0.010794
19780110,-0.006130,-0.004973,-0.005185,0.001000,-0.003143,-0.005284,-0.004800,-0.006658,-0.005958,-0.006977,-0.008358,-0.006093,-0.006003
19780111,-0.005139,-0.002456,-0.004769,0.000763,0.000413,-0.001009,-0.005018,-0.004354,-0.000711,-0.002505,-0.005117,-0.004896,-0.005392
19780112,0.002101,0.003844,0.000891,0.005168,0.002740,0.004204,0.002953,0.003750,0.004344,0.004410,0.003943,0.003816,0.001597
19780113,-0.000136,0.003073,-0.001447,0.001598,0.001949,0.003012,0.004819,0.005038,0.003232,0.003000,0.003393,0.003285,-0.001106
19780116,-0.003271,-0.002529,-0.002899,0.003150,-0.000013,-0.002162,-0.003773,-0.002988,-0.002532,-0.001842,-0.005649,-0.006119,-0.002810
19780117,0.005404,0.005177,0.005032,0.002784,0.005368,0.003496,0.003662,0.005210,0.006027,0.007530,0.006667,0.006220,0.005164
19780118,0.007144,0.006279,0.007566,0.001920,0.003846,0.005690,0.004248,0.007156,0.007127,0.005408,0.009903,0.007997,0.006958
19780119,-0.003284,0.002621,-0.005190,0.004549,0.002865,0.002829,0.003025,0.002357,0.003620,0.004502,0.002843,0.000021,-0.004660
19780120,-0.001773,-0.000019,-0.002220,-0.001033,-0.001663,-0.000265,-0.000037,0.001750,0.001710,0.000518,0.001967,-0.000040,-0.002446
19780123,-0.006331,-0.000818,-0.007231,0.003946,0.003247,-0.000547,0.001748,0.000844,-0.002635,-0.003151,-0.005089,-0.005698,-0.006882
19780124,0.000453,0.002291,0.000112,0.000534,0.004793,0.003983,0.001855,0.001310,0.001817,0.002155,0.001334,0.000636,0.000243
19780125,0.001757,0.003594,0.001569,0.001133,0.001813,0.004432,0.006373,0.005445,0.003439,0.003351,0.003633,0.002651,0.001340
19780126,-0.007469,-0.001976,-0.009061,0.000162,0.002125,0.000612,0.000358,-0.000886,-0.002617,-0.002558,-0.004986,-0.005023,-0.008431
19780127,0.000012,0.000862,0.000000,0.004372,0.002202,-0.000931,-0.002144,0.001070,0.002157,0.002191,0.000050,0.000984,-0.000244
19780130,0.007652,0.004767,0.008580,0.001940,0.003487,0.005723,0.002297,0.007245,0.006036,0.006121,0.003679,0.004637,0.008476
19780131,-0.000623,0.001199,-0.001007,0.001433,0.002369,0.004843,0.002225,0.000262,-0.000020,0.000681,0.000558,-0.001423,-0.000704
19780201,0.007962,0.006276,0.007619,0.002556,0.005761,0.004026,0.004389,0.006816,0.006998,0.008757,0.008766,0.007150,0.008093
19780202,0.003508,0.004912,0.002224,0.002466,0.007275,0.006541,0.004324,0.005518,0.005695,0.001996,0.005254,0.005034,0.003137
19780203,-0.002644,0.002904,-0.005658,0.001787,0.005204,0.004336,0.002367,0.004107,0.003707,0.002900,0.003189,0.002001,-0.004137
19780206,0.000190,0.000851,-0.001339,-0.002093,0.002038,0.001079,0.001831,0.001527,0.002055,0.000356,0.000954,-0.000961,0.000230
19780207,0.007771,0.004908,0.009274,0.002529,0.001628,0.004857,0.003375,0.004458,0.006539,0.006500,0.005497,0.006426,0.008275
19780208,0.005442,0.005081,0.005535,0.002440,0.007290,0.004769,0.004613,0.005474,0.005661,0.004116,0.004754,0.003571,0.005795
19780209,-0.003434,0.001947,-0.005835,0.005106,0.002294,0.003207,0.003483,0.003311,0.003792,0.000400,0.001336,0.000447,-0.004739
19780210,-0.000986,0.003897,-0.002436,0.005213,0.006852,0.004732,0.004219,0.007276,0.004509,0.003123,0.000708,0.001390,-0.001874
19780213,-0.002454,-0.000154,-0.002442,0.002095,-0.002393,0.001391,0.000975,0.002107,0.000558,-0.001980,-0.000303,-0.002463,-0.002770
19780214,-0.007581,-0.003449,-0.009125,0.001730,-0.001194,-0.000596,-0.003332,-0.006142,-0.002506,-0.005283,-0.003475,-0.006015,-0.008342
19780215,-0.002398,-0.000042,-0.002358,0.005806,0.000417,0.001260,-0.000116,-0.002202,0.000514,-0.000350,-0.001118,-0.002628,-0.002623
19780216,-0.007537,-0.003325,-0.008443,-0.002121,0.000782,0.000248,-0.004209,-0.001312,-0.002636,-0.004990,-0.005142,-0.006321,-0.008221
19780217,-0.000750,0.001145,-0.001362,-0.002308,0.001102,0.004133,0.001485,0.002092,0.003141,0.000517,0.000927,-0.000318,-0.001121
19780221,-0.003544,-0.001395,-0.004206,0.003697,0.001882,-0.002671,-0.001303,-0.002347,-0.001737,-0.002336,-0.001947,-0.003555,-0.003781
19780222,0.000872,0.001390,-0.000343,0.000544,0.001804,0.003124,0.000530,0.000846,0.003141,0.000517,0.001511,0.000585,0.000828
19780223,0.001932,0.001593,0.000914,0.001750,0.001810,0.001174,0.001516,0.002904,0.002543,0.001252,0.001501,0.001810,0.001981
19780224,0.008601,0.006494,0.009699,0.002725,0.004172,0.005866,0.005027,0.007066,0.006711,0.005848,0.007960,0.008304,0.008895
19780227,-0.006676,-0.001944,-0.008702,0.000501,-0.001840,0.000115,-0.001803,-0.001418,-0.002667,-0.001924,-0.005072,-0.004299,-0.007521
19780228,-0.007542,-0.003997,-0.007752,0.000908,-0.002253,-0.002082,-0.002223,-0.005068,-0.006046,-0.006675,-0.005924,-0.006238,-0.008020
19780301,0.001160,0.000606,0.001723,0.000291,0.001026,0.001002,0.001033,0.000507,0.001030,-0.001331,0.000949,0.000030,0.001433
19780302,0.002283,0.003380,0.001491,0.001177,0.001850,0.004464,0.003670,0.004120,0.003701,0.004115,0.003311,0.003439,0.001919
19780303,0.001554,0.002762,0.001489,0.003589,0.000528,0.003035,0.002148,0.003720,0.004178,0.002752,0.003071,0.002098,0.001246
19780306,-0.005051,-0.001463,-0.006289,0.003657,-0.001366,0.000275,-0.002567,-0.001286,-0.002223,-0.001371,-0.003412,-0.003623,-0.005659
19780307,0.004955,0.003179,0.005293,-0.000745,0.003687,0.003668,0.002270,0.004740,0.002123,0.003279,0.003306,0.004612,0.005266
19780308,0.005198,0.005147,0.005495,0.009338,0.005493,0.005142,0.006426,0.002545,0.003646,0.004537,0.003598,0.004989,0.005404
19780309,0.002164,0.003976,0.000569,0.005417,0.001310,0.001779,0.005450,0.001828,0.005274,0.006860,0.004253,0.002963,0.001674
19780310,0.010566,0.007679,0.011264,0.005055,0.003888,0.006978,0.006729,0.008023,0.008612,0.009334,0.006945,0.010538,0.010990
19780313,0.001183,0.002147,0.000788,0.004323,0.003526,0.000440,0.002531,0.000487,0.001459,0.000547,0.001252,0.002049,0.001060
19780314,0.004164,0.001641,0.004497,-0.003973,-0.000502,-0.000666,0.002305,0.001172,0.002701,0.002260,0.001834,0.002816,0.004702
19780315,-0.001445,0.002102,-0.002574,0.002808,0.004105,0.003167,0.002005,0.003215,0.002342,0.001158,0.002878,0.000401,-0.002281
19780316,0.004528,0.005894,0.004376,0.005829,0.007911,0.004105,0.004574,0.005980,0.009024,0.006100,0.007433,0.005600,0.004015
19780317,0.007447,0.006018,0.007709,0.005698,0.002695,0.003677,0.007464,0.006683,0.006265,0.007887,0.006104,0.008657,0.007413
19780320,0.006078,0.004209,0.006874,0.003467,0.001648,0.004675,0.003488,0.006090,0.003898,0.004855,0.003606,0.004742,0.006560
19780321,-0.009429,-0.002262,-0.011341,0.000736,-0.000425,-0.001217,-0.000031,-0.003742,-0.004669,-0.002897,-0.005141,-0.004477,-0.010965
19780322,-0.002342,0.001081,-0.003564,0.004600,0.000951,0.002280,0.000329,0.002013,0.002221,-0.000704,-0.000634,-0.000591,-0.002979
19780323,-0.000288,0.002939,-0.001229,0.006786,0.005040,0.000242,0.002729,0.001914,0.003109,0.004789,0.004182,0.001966,-0.001226
19780327,-0.003959,0.001753,-0.005483,0.002649,0.004209,0.005746,0.001847,0.002196,0.001427,0.001935,0.000172,-0.001506,-0.005112
19780328,0.006344,0.004839,0.007089,0.003149,0.005479,0.004396,0.003125,0.005766,0.007057,0.004747,0.005558,0.004907,0.006697
19780329,0.002334,0.005802,0.001564,0.006905,0.009854,0.007434,0.005574,0.005356,0.007875,0.004751,0.005075,0.004616,0.001499
19780330,-0.001886,0.002969,-0.002566,0.006464,0.008362,0.003995,0.005810,0.003361,0.000874,0.001878,0.000167,-0.000892,-0.002555
19780331,-0.001848,0.002411,-0.002237,0.005061,0.002706,0.007847,0.003792,0.002726,0.001275,-0.000599,-0.001321,0.000021,-0.002449
19780403,-0.006868,-0.002973,-0.008407,0.001716,0.000616,-0.002536,-0.000761,-0.002589,-0.003151,-0.005040,-0.005978,-0.006297,-0.007310
19780404,0.004130,0.003567,0.004522,0.000808,0.005331,0.002216,0.004122,0.004463,0.003646,0.005124,0.004352,0.003110,0.004249
19780405,0.008304,0.007573,0.008778,0.006395,0.009465,0.006662,0.007910,0.008928,0.006831,0.009367,0.007311,0.007706,0.008450
19780406,0.002680,0.004767,0.001673,0.005552,0.005115,0.006427,0.005188,0.006230,0.003995,0.003640,0.003980,0.004070,0.002226
19780407,0.004778,0.006745,0.004232,0.007495,0.005253,0.008676,0.010585,0.007523,0.008002,0.007042,0.004560,0.005230,0.004454
19780410,0.003271,0.003179,0.003549,0.001911,0.008422,0.004126,0.004290,0.003153,0.000995,0.002150,0.002541,0.001958,0.003571
19780411,-0.001833,0.000789,-0.002652,0.001937,0.000858,0.002249,0.000755,0.002395,-0.000593,-0.001778,-0.000268,0.000369,-0.002399
19780412,-0.000148,0.003874,-0.001551,0.011509,0.003216,0.004315,0.004018,0.004595,0.003700,0.002080,0.002489,0.005166,-0.001428
19780413,0.009760,0.009176,0.009655,0.014451,0.004448,0.010739,0.009389,0.010967,0.009266,0.008730,0.009979,0.008679,0.009932
19780414,0.018778,0.011376,0.021323,0.013292,0.011524,0.009533,0.008880,0.009306,0.009771,0.010229,0.010747,0.013608,0.020851
19780417,0.014046,0.005182,0.016466,0.007915,0.003452,0.004687,0.001366,0.003050,0.001657,0.003031,0.004373,0.005861,0.016878
19780418,-0.009989,-0.004809,-0.010799,-0.001552,-0.004690,-0.005882,-0.003962,-0.004993,-0.005302,-0.005682,-0.005782,-0.005642,-0.011298
19780419,0.003768,0.002811,0.004602,0.001627,0.002917,0.003160,-0.000279,0.000828,0.002441,0.004892,0.003454,0.004377,0.003786
19780420,0.007269,0.006211,0.007245,0.005967,0.006297,0.003507,0.005497,0.006992,0.006030,0.006013,0.007249,0.008217,0.007241
19780421,-0.000728,0.003548,-0.002116,0.005011,0.003252,0.003805,0.006603,0.004276,0.004800,0.006669,0.002912,0.000999,-0.001760
19780424,0.012593,0.005787,0.015158,-0.001801,0.000898,0.005006,0.006857,0.005207,0.007980,0.007327,0.006897,0.007237,0.014278
19780425,0.007979,0.003743,0.009084,0.006543,0.002571,0.000146,0.000131,0.004227,0.001149,0.002098,0.002508,0.005084,0.009279
19780426,0.001895,0.002323,0.001863,-0.000951,0.000890,0.002344,0.002557,0.003921,0.002400,0.003802,0.001816,0.000505,0.002002
19780427,-0.008304,-0.002073,-0.009915,-0.000328,-0.000404,0.000813,-0.003256,-0.000468,-0.001692,-0.003521,-0.002450,-0.004596,-0.009752
19780428,0.008929,0.006888,0.010119,-0.000570,0.011306,0.008778,0.006129,0.008407,0.007607,0.007269,0.007959,0.006106,0.009526
19780501,0.008555,0.005896,0.008675,0.002350,0.006311,0.006622,0.004919,0.004440,0.005911,0.005595,0.007621,0.007500,0.009035
19780502,-0.002367,0.001104,-0.004300,0.002973,-0.000046,0.000246,0.003456,0.000243,0.000784,0.000832,0.000357,0.000652,-0.003273
19780503,-0.006979,0.000749,-0.010180,0.000406,0.001527,0.002842,0.003258,0.001196,0.001829,-0.001034,-0.000632,0.001839,-0.009346
19780504,-0.000361,0.002809,-0.003428,-0.000425,-0.002177,0.005454,0.002277,0.004223,0.005177,0.003581,0.003627,0.003530,-0.001556
19780505,0.007190,0.008200,0.006255,0.007124,0.008911,0.009719,0.009711,0.010770,0.009768,0.008856,0.007829,0.008086,0.006807
19780508,-0.002306,0.001532,-0.003522,0.004057,0.000632,0.004756,0.003711,0.000716,0.000898,-0.000217,-0.000265,-0.000595,-0.002984
19780509,-0.001374,0.001134,-0.003015,0.004937,0.005142,0.003353,-0.000912,0.001981,-0.000709,0.001091,0.000971,-0.002337,-0.001591
19780510,0.001290,0.004510,0.000209,0.002872,0.006133,0.005156,0.005095,0.004521,0.003199,0.002592,0.005598,0.004045,0.000386
19780511,0.011348,0.008218,0.013344,0.008975,0.011542,0.008953,0.007998,0.007799,0.007905,0.007382,0.007729,0.007338,0.012508
19780512,0.008784,0.008103,0.008951,0.004732,0.007577,0.009539,0.009294,0.006562,0.008746,0.009763,0.008489,0.007715,0.008964
19780515,0.006125,0.003489,0.007036,0.003265,0.003320,0.005227,0.000133,0.003722,0.002783,0.003215,0.003135,0.004550,0.006837
19780516,0.006741,0.006492,0.005974,0.009440,0.006689,0.007272,0.004256,0.006936,0.005339,0.007027,0.005470,0.007578,0.006734
19780517,0.003212,0.006798,0.002516,0.007954,0.012885,0.008870,0.009674,0.008905,0.007123,0.004607,0.005619,0.004636,0.002506
19780518,-0.007155,0.000793,-0.009839,0.004690,0.005483,0.002462,0.004427,0.001738,-0.000573,-0.000231,-0.001962,-0.004149,-0.008664
19780519,-0.004031,0.001599,-0.005070,0.004215,0.003390,0.005465,0.001976,0.000283,0.001401,0.002679,-0.000063,-0.002692,-0.005053
19780522,0.008547,0.005029,0.009886,0.002569,0.005741,0.004073,0.004326,0.006713,0.002991,0.006852,0.005546,0.005239,0.009527
19780523,-0.007978,-0.003176,-0.010496,-0.000942,-0.000795,-0.001611,-0.003602,-0.004858,-0.006448,-0.006664,-0.005884,-0.006189,-0.008616
19780524,-0.009512,-0.006556,-0.009893,-0.004585,-0.005590,-0.002553,-0.006448,-0.008042,-0.009836,-0.009503,-0.009366,-0.010124,-0.009533
19780525,-0.001578,0.001767,-0.002884,0.004391,0.002711,0.003753,0.003689,0.001293,0.002877,0.000159,0.001919,-0.000144,-0.002322
19780526,-0.001451,0.002138,-0.002273,0.007846,0.003096,0.000773,0.004046,0.001966,0.001789,0.003073,-0.000528,0.000340,-0.002159
19780530,0.002591,0.002103,0.002899,0.000884,0.003862,-0.000458,0.001493,0.001998,0.002855,0.002739,0.001940,0.002810,0.002620
19780531,0.004092,0.004161,0.003923,0.005865,0.004043,0.003565,0.000735,0.007346,0.004490,0.002231,0.002877,0.003364,0.004320
19780601,0.001366,0.001762,0.001131,0.002421,0.004237,0.000379,0.003465,0.002122,-0.000011,0.001386,0.001634,-0.000352,0.001600
19780602,0.007895,0.006281,0.008115,0.010262,0.007896,0.007937,0.006456,0.007266,0.005090,0.005266,0.006161,0.006586,0.008384
19780605,0.016179,0.007870,0.018443,0.003854,0.002477,0.006700,0.005887,0.008895,0.009982,0.008027,0.009678,0.011911,0.017984
19780606,0.004657,0.004642,0.003702,0.002373,0.001600,0.004766,0.005567,0.005936,0.003235,0.002223,0.004528,0.006967,0.004429
19780607,-0.001216,0.001768,-0.001994,0.001666,0.001001,0.002399,0.001125,0.002085,0.003569,0.001111,0.002259,0.001435,-0.002122
19780608,0.002353,0.006849,0.000899,0.011718,0.011076,0.003391,0.007478,0.008043,0.006614,0.007517,0.006107,0.005805,0.001145
19780609,-0.001301,0.004366,-0.002794,0.008233,0.007745,0.008384,0.005083,0.006007,0.005009,0.003448,0.002713,0.001952,-0.002620
19780612,-0.002530,0.000964,-0.003803,0.006523,0.003214,0.000564,0.002245,0.000053,-0.000152,0.001345,0.000227,-0.001726,-0.003153
19780613,0.000880,0.001011,0.000201,0.003219,0.002767,0.001276,-0.002036,0.000453,0.002873,0.002195,0.002218,-0.000603,0.000935
19780614,-0.000435,0.003080,-0.000904,0.006671,0.005849,0.001605,0.001151,0.002386,0.002820,0.004343,0.004406,0.002447,-0.001534
19780615,-0.009242,-0.003482,-0.011460,-0.000044,0.001176,-0.002405,-0.003369,-0.005723,-0.002756,-0.005101,-0.005235,-0.006921,-0.010348
19780616,-0.008255,-0.002979,-0.009355,0.001721,0.000734,-0.002791,-0.003545,-0.004182,-0.004583,-0.004602,-0.005653,-0.007032,-0.009011
19780619,-0.001604,-0.003525,0.000719,-0.003471,-0.002598,-0.002077,-0.004530,-0.004771,-0.006949,-0.005420,-0.005231,-0.005977,-0.000362
