caldt,vwretd,ewretd,sprtrn,CAP1RET,CAP2RET,CAP3RET,CAP4RET,CAP5RET,CAP6RET,CAP7RET,CAP8RET,CAP9RET,CAP10RET
19290909,-0.005819,-0.003441,,-0.001570,-0.004794,-0.005124,-0.003375,0.001290,-0.004866,-0.007531,-0.006413,-0.005889,-0.005938
19290910,-0.017014,-0.007402,,-0.002625,-0.003709,-0.003756,-0.010422,-0.002582,-0.006528,-0.017695,-0.010748,-0.017232,-0.018977
19290911,0.012190,0.005867,,0.008060,-0.004017,-0.001837,0.003673,0.007275,0.003594,0.012509,0.012590,0.011274,0.013381
19290912,-0.009747,-0.004396,,-0.004832,-0.007085,-0.004025,-0.001649,-0.004896,-0.009109,-0.006328,-0.007717,-0.009673,-0.010681
19290913,0.002631,0.001828,,-0.000803,0.003291,0.003584,0.002054,0.001931,0.002617,0.005894,0.002336,-0.001401,0.003437
19290914,0.002807,0.003233,,-0.003023,0.001476,0.010270,0.000993,0.002276,0.001770,0.005750,0.006706,0.001747,0.002434
19290916,0.010157,0.006658,,0.012187,0.002332,0.003851,0.003296,0.004932,0.004446,0.012796,0.007481,0.005942,0.011983
19290917,-0.006089,-0.002494,,0.002789,-0.008524,-0.004427,0.004862,-0.000004,-0.005231,-0.005399,-0.002662,-0.001338,-0.008115
19290918,0.004555,0.001403,,0.006422,-0.005234,0.004240,0.000323,-0.004823,0.002727,0.006825,0.005188,0.005586,0.004601
19290919,0.000723,-0.000132,,0.000156,-0.002264,0.003209,0.000611,0.001236,0.001366,0.010707,-0.000684,-0.002735,0.000975
19290920,-0.008555,-0.006122,,-0.007646,-0.011173,-0.001887,-0.005052,-0.007501,-0.009309,-0.006050,-0.005257,-0.007565,-0.009495
19290921,-0.000935,0.000058,,-0.004668,-0.009584,-0.005132,0.001812,0.000560,0.001326,0.009635,-0.004021,-0.002619,-0.000985
19290923,-0.002622,-0.006141,,-0.005026,-0.014173,-0.002903,-0.004539,-0.005300,-0.005781,-0.015395,-0.000911,-0.002710,-0.001494
19290924,-0.014938,-0.008614,,-0.009265,-0.010083,-0.005169,-0.012741,-0.011772,-0.006922,-0.007237,-0.016259,-0.010647,-0.017076
19290925,-0.001575,-0.006414,,-0.009515,-0.011168,-0.007426,-0.008058,-0.007587,-0.006127,0.003243,-0.003350,-0.008407,0.000663
19290926,0.009906,0.008498,,0.014330,0.000237,0.007129,0.008006,0.005363,0.013695,0.011657,0.009525,0.015417,0.008525
19290927,-0.024407,-0.017770,,-0.017307,-0.025392,-0.019388,-0.019654,-0.017703,-0.021162,-0.021727,-0.017283,-0.017750,-0.027774
19290928,0.003380,0.002195,,0.000767,0.004449,0.002740,-0.005025,-0.002452,0.001359,0.001969,0.003500,0.000198,0.004693
19290930,-0.007834,-0.003595,,-0.002302,-0.001306,0.001904,-0.000831,-0.002716,-0.000500,-0.007028,-0.007057,-0.009490,-0.008396
19291001,-0.006815,-0.010345,,-0.016098,-0.005205,-0.007065,-0.010832,-0.011104,-0.007668,-0.007779,-0.013051,-0.010914,-0.004732
19291002,0.007485,0.008409,,0.009171,0.006587,0.006270,0.012592,0.007154,0.009384,0.008326,0.008461,0.008942,0.006818
19291003,-0.036509,-0.028159,,-0.030983,-0.042882,-0.019029,-0.028506,-0.026187,-0.028230,-0.031402,-0.039260,-0.036047,-0.037677
19291004,-0.012533,-0.021872,,-0.018920,-0.039263,-0.023138,-0.029754,-0.017944,-0.021559,-0.013216,-0.017780,-0.016656,-0.009600
19291005,0.039160,0.031233,,0.012531,0.045664,0.029802,0.027547,0.024611,0.034840,0.029301,0.034958,0.045678,0.039870
19291007,0.017689,0.022791,,0.022876,0.024586,0.019429,0.024472,0.020622,0.015168,0.025074,0.022065,0.015563,0.016967
19291008,-0.000039,0.006164,,-0.003262,0.009560,0.018348,0.006525,0.004108,0.010133,0.004917,0.007903,0.006063,-0.003807
19291009,-0.001796,-0.003897,,-0.011688,-0.011159,-0.010852,-0.000262,-0.004396,-0.000547,-0.002394,-0.004979,0.002618,-0.002222
19291010,0.014112,0.009435,,0.020178,0.008554,0.008457,0.009376,0.009378,0.003960,0.007279,0.007280,0.012885,0.016527
19291011,-0.001345,0.002561,,0.004961,0.001014,0.006861,0.004572,0.003721,-0.000190,0.004261,0.001138,0.001547,-0.003156
19291014,-0.004967,-0.002545,,-0.006574,-0.008528,-0.006623,-0.001231,-0.002428,-0.004220,0.000318,-0.001870,-0.005321,-0.005772
19291015,-0.006746,-0.002124,,0.002614,-0.003384,-0.001692,-0.005664,0.000478,-0.006770,-0.001358,-0.007566,-0.004989,-0.007815
19291016,-0.030155,-0.020948,,-0.018126,-0.026440,-0.015079,-0.019025,-0.021463,-0.019885,-0.027570,-0.026049,-0.036632,-0.030502
19291017,0.010326,-0.001352,,-0.013199,-0.003742,0.006348,-0.003457,0.000557,0.000981,0.003453,0.002924,0.012908,0.012346
19291018,-0.022871,-0.010741,,0.019358,-0.020330,-0.008198,-0.008980,-0.013055,-0.010778,-0.016203,-0.015303,-0.019135,-0.026556
19291019,-0.027699,-0.024665,,-0.021217,-0.033407,-0.026091,-0.025482,-0.024838,-0.022958,-0.031500,-0.024462,-0.027343,-0.028227
19291021,-0.013333,-0.024198,,-0.030688,-0.027762,-0.024715,-0.023655,-0.022518,-0.032212,-0.021906,-0.025425,-0.011243,-0.010136
19291022,0.020043,0.020923,,0.012347,0.027253,0.024643,0.015605,0.022995,0.025109,0.021597,0.019722,0.019935,0.019676
19291023,-0.056369,-0.050345,,-0.033900,-0.057346,-0.049305,-0.056839,-0.056778,-0.055369,-0.067793,-0.051367,-0.061576,-0.055073
19291024,-0.038376,-0.059702,,-0.069215,-0.095626,-0.056181,-0.069354,-0.078588,-0.055673,-0.052546,-0.051786,-0.041904,-0.031727
19291025,0.015773,0.023539,,0.011761,0.032700,0.009627,0.018108,0.018416,0.023946,0.022751,0.018182,0.022765,0.012895
19291026,-0.003152,0.009208,,0.006271,0.011520,0.011067,0.015792,0.005033,-0.001234,0.004691,0.005547,-0.007353,-0.004693
19291028,-0.113022,-0.095202,,-0.045914,-0.090045,-0.083424,-0.091744,-0.097593,-0.110129,-0.115536,-0.111404,-0.109157,-0.115640
19291029,-0.119539,-0.134856,,-0.135993,-0.170296,-0.133529,-0.150103,-0.146033,-0.124570,-0.134834,-0.129468,-0.135487,-0.111841
19291030,0.122155,0.125714,,0.062602,0.073346,0.052044,0.057483,0.092750,0.087835,0.075721,0.108668,0.129507,0.129307
19291031,0.060861,0.095105,,0.062582,0.095649,0.097074,0.103913,0.081912,0.080142,0.105173,0.069045,0.063519,0.053830
19291104,-0.042643,-0.013636,,0.027127,-0.026726,-0.011763,-0.016442,-0.026393,-0.013288,-0.032803,-0.031438,-0.033477,-0.049308
19291106,-0.097020,-0.083819,,-0.063904,-0.105886,-0.072679,-0.074836,-0.085701,-0.082446,-0.097761,-0.089112,-0.096544,-0.099676
19291107,0.022295,-0.009708,,-0.046208,-0.008174,-0.019156,-0.030740,-0.028044,-0.008733,-0.000411,-0.009747,0.022088,0.032320
19291108,-0.000044,0.025496,,0.038655,0.032167,0.024270,0.025129,0.036607,0.022184,0.015106,0.013650,0.007787,-0.007297
19291111,-0.055455,-0.043023,,-0.054813,-0.044944,-0.044867,-0.037329,-0.043658,-0.052728,-0.050860,-0.043917,-0.055771,-0.058056
19291112,-0.058916,-0.071084,,-0.055466,-0.069570,-0.075572,-0.077808,-0.068461,-0.069453,-0.083139,-0.072724,-0.059741,-0.054206
19291113,-0.055768,-0.070399,,-0.117395,-0.094395,-0.070589,-0.077290,-0.070556,-0.066814,-0.043870,-0.066638,-0.063663,-0.051822
19291114,0.078927,0.077631,,0.072412,0.065955,0.058233,0.054652,0.062961,0.075339,0.067158,0.080063,0.091083,0.078332
19291115,0.061640,0.085196,,0.030522,0.094013,0.081025,0.076698,0.077653,0.064045,0.074647,0.081044,0.060016,0.057941
19291118,-0.011641,0.003029,,0.021821,-0.004600,0.009816,0.013842,-0.003107,0.001966,-0.009497,-0.009084,-0.008542,-0.014456
19291119,0.026009,0.018940,,0.020688,0.020739,0.009078,0.003561,0.016627,0.007072,0.015270,0.023984,0.023517,0.029349
19291120,0.024304,0.024656,,0.027173,0.007495,0.032058,0.028266,0.025621,0.022166,0.001151,0.023598,0.026690,0.025454
19291121,0.021483,0.016370,,0.005559,0.010488,0.005697,0.014638,0.003215,0.019331,0.047066,0.021561,0.019643,0.021257
19291122,-0.004543,0.004861,,0.000271,0.009982,0.003017,0.003604,0.008824,0.011747,-0.013691,-0.002049,0.006226,-0.008126
19291125,-0.011112,-0.008858,,-0.003845,-0.015711,-0.005787,-0.002841,-0.006993,-0.013609,0.005816,-0.009192,-0.008910,-0.013235
19291126,-0.022456,-0.020264,,-0.037649,-0.009475,-0.012036,-0.014036,-0.023951,-0.018397,-0.020681,-0.027928,-0.028773,-0.021113
19291127,0.010248,0.003982,,-0.003258,-0.002925,-0.006963,-0.002358,0.006402,0.002454,0.003366,0.005626,0.009687,0.012606
19291202,0.000378,0.001595,,0.009236,-0.002020,-0.008944,0.000832,0.002769,0.002479,0.005444,0.004308,0.004608,-0.001691
19291203,0.027641,0.023087,,0.016423,0.024164,0.013479,0.013390,0.026529,0.025660,0.028306,0.024512,0.030073,0.027971
19291204,0.018291,0.018962,,0.009367,0.033469,0.025971,0.024330,0.014123,0.013822,0.019338,0.021280,0.022377,0.016911
19291205,-0.003984,0.001157,,-0.013727,0.006007,0.003413,-0.002751,0.003546,0.006486,-0.012829,-0.000564,0.005188,-0.006762
19291206,0.020133,0.008237,,-0.003091,0.000526,0.016736,0.013583,0.003196,0.004764,0.019786,0.005014,0.011137,0.025645
19291207,0.010820,0.012745,,0.025908,0.009571,0.002414,0.004692,0.016689,0.005950,0.013268,0.013190,0.010276,0.010758
19291209,-0.009318,0.000522,,-0.001051,0.000686,0.002992,-0.001955,-0.001615,-0.006761,-0.004536,-0.008040,-0.006299,-0.011237
19291210,0.003597,-0.001306,,-0.012511,0.005303,-0.002889,-0.008375,-0.006993,-0.003029,-0.003950,-0.002173,0.001379,0.006213
19291211,-0.004998,-0.001728,,-0.010465,-0.005902,-0.007689,0.003368,0.000775,-0.001359,0.002265,-0.001062,0.003199,-0.008275
19291212,-0.049070,-0.036953,,-0.017387,-0.050351,-0.027165,-0.032507,-0.036540,-0.036963,-0.047715,-0.045533,-0.050759,-0.050656
19291213,0.019399,0.010566,,-0.001808,0.010426,-0.000331,0.003609,0.002472,0.005197,0.018631,0.015525,0.018838,0.021775
19291214,0.012211,0.012619,,0.007311,0.023345,0.015323,0.009927,0.014649,0.012172,0.019001,0.012554,0.012104,0.011586
19291216,-0.023548,-0.014042,,-0.000411,-0.019557,-0.014667,-0.007836,-0.009038,-0.011881,-0.020454,-0.017229,-0.023694,-0.025837
19291217,0.006089,-0.001941,,-0.010511,0.007373,0.000461,-0.000302,-0.001180,-0.004147,-0.003119,-0.003866,0.004154,0.009157
19291218,-0.005207,-0.004234,,-0.000377,-0.012735,-0.000609,-0.003749,-0.000387,-0.000105,-0.001107,-0.005516,-0.005118,-0.005847
19291219,-0.023910,-0.028946,,-0.023982,-0.037000,-0.030076,-0.025749,-0.026866,-0.021778,-0.030431,-0.023885,-0.025481,-0.022864
19291220,-0.032194,-0.039801,,-0.037546,-0.039799,-0.029693,-0.043405,-0.036788,-0.032683,-0.038622,-0.043372,-0.032404,-0.030041
19291221,0.016122,0.016724,,0.005096,0.024545,0.009931,0.008644,0.012583,0.012230,0.025139,0.015313,0.016736,0.015909
19291223,-0.013226,-0.015485,,-0.007990,-0.014374,-0.018840,-0.010622,-0.016280,-0.016220,-0.022502,-0.017985,-0.020196,-0.010141
19291224,0.004324,0.006946,,0.005336,0.006826,0.014628,0.007559,0.006976,0.007326,0.004741,0.004498,0.010051,0.002489
19291226,0.020939,0.012755,,0.007990,0.008788,0.005130,0.010062,0.015593,0.016690,0.017338,0.018093,0.020086,0.022571
19291227,-0.002322,-0.005003,,-0.011661,-0.009073,-0.001823,-0.008300,-0.007939,0.000173,0.003313,-0.000901,-0.000113,-0.003156
19291228,-0.007265,-0.008725,,-0.006110,-0.004993,-0.012398,-0.006420,-0.005872,-0.007702,-0.013408,-0.009187,-0.007835,-0.006492
19291230,0.007415,-0.007712,,-0.028957,-0.005454,0.003365,-0.010288,-0.004970,-0.006573,0.002521,0.003093,0.006875,0.009839
19291231,0.027112,0.044671,,0.043611,0.048474,0.018001,0.033376,0.038938,0.027500,0.023073,0.030324,0.030110,0.025749
19300102,-0.009598,0.004319,,0.028722,0.004282,0.014724,0.002364,-0.001254,0.005944,-0.002164,-0.007542,-0.006579,-0.012271
19300103,0.006026,0.008145,,0.010103,0.011912,-0.001127,0.004118,0.012190,0.005213,0.007678,0.017506,0.005330,0.004763
19300104,0.007130,0.008653,,0.009202,0.016427,0.008590,0.021445,0.002324,0.002694,0.004680,0.004334,0.007873,0.007437
19300106,0.000404,0.008469,,0.015832,0.015874,0.009308,0.005132,0.007389,0.012146,0.005987,0.010045,-0.000056,-0.001760
19300107,-0.006666,-0.001671,,-0.000857,0.000173,0.000736,-0.001165,-0.007107,-0.002431,-0.003934,-0.001622,-0.008019,-0.007448
19300108,-0.000457,0.004987,,0.031338,0.001442,-0.000168,0.003545,0.005231,0.004749,-0.003481,-0.003044,0.000569,-0.000378
19300109,0.012818,0.009570,,0.002323,0.001872,0.015195,0.018142,0.011638,0.005204,0.013401,0.012320,0.011540,0.013423
19300110,-0.002125,0.002335,,-0.007944,0.010003,0.001189,0.002672,0.001112,-0.000037,0.002905,-0.001806,-0.000745,-0.003088
19300111,-0.004752,-0.002248,,0.002476,0.009549,0.003848,-0.004581,-0.005294,-0.010679,-0.002485,-0.015389,-0.004407,-0.003701
19300113,0.003024,0.002113,,0.002035,0.005780,0.000676,-0.002809,0.001460,0.002657,-0.002564,-0.001029,0.002437,0.004071
19300114,0.001679,0.004810,,0.006186,0.004040,-0.000187,-0.003470,0.004113,0.003565,0.003680,0.007024,0.003234,0.000535
19300115,0.002282,0.000128,,-0.003628,-0.009176,-0.000347,0.013365,-0.004765,0.002135,0.001110,0.001662,0.004300,0.002064
19300116,-0.005937,-0.003188,,-0.003032,-0.004026,0.001770,-0.012822,-0.006662,-0.007315,-0.007047,-0.008446,-0.006275,-0.005437
19300117,-0.007800,-0.007825,,-0.012470,-0.006099,-0.015238,-0.007037,-0.009586,-0.007229,-0.010257,-0.012997,-0.011202,-0.006262
19300118,0.002230,-0.000837,,-0.006543,0.000622,-0.002060,0.000120,-0.002766,-0.001997,-0.000050,0.000827,0.000630,0.003255
19300120,0.002616,0.008455,,0.022420,0.003089,0.008644,0.021794,0.007295,0.003240,0.007695,-0.000201,0.002320,0.002161
19300121,0.006109,0.008689,,0.005883,0.010113,0.007606,0.030882,0.005864,0.011798,0.006214,0.010676,0.007024,0.004762
19300122,0.001328,0.007073,,0.031936,0.011082,0.017298,0.000541,0.006781,0.010710,0.001014,-0.003744,0.003032,0.000763
19300123,0.009504,0.012565,,0.014775,0.008963,0.019472,0.024759,0.008767,0.010659,0.012907,0.013681,0.010123,0.008404
19300124,0.006944,0.008375,,0.009589,0.008356,0.001631,0.010812,0.011594,0.009711,0.008036,0.007768,0.005827,0.006780
19300125,0.007176,0.010497,,0.021989,0.019487,0.013025,-0.004841,0.010287,0.014383,0.008719,0.002585,0.009186,0.006796
19300127,0.003156,0.004064,,0.018697,0.011942,-0.004670,0.001786,-0.000986,0.005645,0.003894,0.001430,0.002823,0.003341
19300128,-0.005134,-0.002002,,0.001076,-0.003544,-0.003727,-0.005723,-0.004473,-0.004006,-0.000462,-0.003717,-0.004364,-0.005849
19300129,0.010077,0.008794,,0.008662,0.008766,0.006718,0.015108,0.008363,0.009119,0.006585,0.006097,0.010952,0.010562
19300130,0.002478,0.001897,,0.000519,-0.000268,0.001222,0.009837,0.000531,0.000806,0.004111,0.002011,-0.001066,0.003287
19300131,0.013819,0.013654,,0.006982,0.013492,0.015561,0.018016,0.010943,0.012634,0.008905,0.007767,0.010742,0.015535
19300201,0.007838,0.004569,,-0.006439,0.012381,0.003366,-0.001761,0.002196,0.002472,0.005960,0.006792,0.008077,0.008580
19300203,-0.005726,-0.001104,,-0.003672,-0.003161,-0.002448,-0.006141,0.006458,0.002214,-0.003904,-0.002257,-0.003965,-0.007305
19300204,0.007795,0.007344,,0.007635,-0.006441,0.006229,0.013982,0.017799,0.004533,0.008420,0.006568,0.009474,0.007393
19300205,0.010581,0.007218,,0.002846,0.005420,0.007097,0.004031,0.006158,0.012977,0.001255,0.004896,0.009565,0.012195
19300206,-0.007770,-0.002403,,0.017372,-0.008198,-0.007825,0.001646,-0.006997,-0.002607,-0.004798,-0.006142,-0.006656,-0.008835
19300207,-0.001741,-0.001625,,-0.014773,0.011737,-0.004806,-0.011182,-0.006525,-0.003213,-0.002880,-0.002287,0.003110,-0.002363
19300208,0.008536,0.005431,,0.019362,0.000433,0.006878,0.005324,-0.000536,-0.001299,0.009177,0.000719,0.009880,0.009757
19300210,-0.000754,0.000025,,-0.014834,0.010786,0.001618,0.001703,0.004155,-0.001558,-0.001648,0.003488,-0.000849,-0.001324
19300211,0.005175,0.007514,,0.015613,0.023716,0.005266,0.007880,-0.000094,0.002980,0.006658,0.003231,0.003775,0.005667
19300213,0.001716,0.006930,,0.014859,-0.001994,-0.002198,0.010635,0.010311,0.001844,-0.003964,0.003157,0.003374,0.001181
19300214,0.000829,0.000230,,-0.004223,0.005099,0.003721,0.004332,0.004934,-0.006480,-0.003305,-0.001953,0.000519,0.001507
19300215,-0.007920,0.001547,,0.035387,-0.002023,-0.000439,0.001738,-0.006504,-0.010422,-0.004046,-0.007178,-0.007934,-0.008483
19300217,0.005661,0.003357,,0.001597,0.013143,-0.000973,0.001964,0.003849,0.002375,0.004028,0.002518,0.005166,0.006481
19300218,0.002270,0.004469,,0.002648,0.005808,0.009646,0.007662,0.007642,0.002445,0.001141,0.003452,0.002088,0.001913
19300219,-0.006759,-0.001290,,-0.003676,0.007379,-0.013210,-0.009003,-0.004798,-0.002263,0.000165,-0.007398,-0.004478,-0.007826
19300220,-0.018881,-0.018310,,-0.022164,-0.032697,-0.018987,-0.013119,-0.016654,-0.014255,-0.018820,-0.013812,-0.018168,-0.019813
19300221,0.011382,0.010156,,-0.000569,0.009494,0.007851,0.008627,0.009463,0.014851,0.007093,0.007013,0.009106,0.012654
19300224,-0.008827,-0.005835,,-0.004940,0.001025,0.001080,-0.014391,-0.011184,-0.008764,-0.006118,-0.008029,-0.007377,-0.009444
19300225,-0.000029,0.001298,,-0.000040,-0.007563,-0.000661,-0.000349,-0.005393,-0.004795,-0.006376,0.002155,-0.000641,0.000704
19300226,0.016105,0.011215,,0.005969,0.004732,0.012890,0.006774,0.010824,0.017567,0.014386,0.012056,0.014406,0.017345
19300227,0.002958,0.003469,,-0.005811,-0.000367,0.003861,0.015169,0.005073,0.004960,0.004998,0.002041,0.005428,0.001939
19300228,0.005634,0.007426,,0.017351,0.003932,0.000719,0.007989,0.013617,0.006315,0.002174,0.004288,0.004459,0.006079
19300301,0.006370,0.005904,,0.005848,0.012019,0.010657,-0.000440,0.005396,0.004935,0.006206,0.000383,0.005833,0.007316
19300303,-0.001371,0.001000,,0.015310,-0.004026,-0.000131,-0.006146,0.000874,0.006303,0.001481,0.005787,0.000307,-0.002990
19300304,0.005116,0.004498,,-0.003395,0.002999,-0.002333,0.011505,0.005068,0.007083,0.004688,0.005569,0.002474,0.005627
19300305,-0.006772,-0.004769,,-0.030345,-0.006132,-0.004997,-0.000994,-0.002385,-0.003885,-0.003188,-0.003662,-0.005983,-0.007807
19300306,0.008377,0.006273,,0.005334,0.005433,0.002183,0.005368,0.006414,0.003527,0.008304,0.008919,0.008174,0.008769
19300307,0.001235,0.002276,,-0.000928,0.000711,0.007583,-0.005902,0.010131,0.007147,0.002031,0.004379,0.003713,-0.000139
19300308,0.001448,0.007143,,0.017131,0.002245,0.005846,0.007050,0.002957,0.008475,0.001141,0.002058,0.002991,0.000522
19300310,0.004413,0.006719,,-0.002871,0.016695,0.005670,0.004833,0.007739,0.009570,0.005429,0.002229,0.005639,0.003930
19300311,0.001854,0.003758,,0.014497,0.009203,0.002744,-0.001092,-0.005344,-0.005705,0.000207,0.003908,0.001413,0.002204
19300312,-0.008076,-0.004574,,-0.009304,-0.007031,0.007110,-0.014358,-0.008696,0.000886,-0.005495,-0.007173,-0.010667,-0.008132
19300313,0.004350,0.003427,,0.006423,-0.006307,0.005272,0.007986,0.000750,0.006417,0.007813,0.006078,0.001154,0.004720
19300314,-0.006826,-0.000852,,-0.006543,0.006076,-0.002466,-0.003149,0.008189,-0.002460,-0.000910,-0.004814,-0.000691,-0.009593
19300315,-0.004577,-0.000481,,-0.000141,-0.002115,0.003520,0.002028,0.003010,-0.001457,0.000676,-0.006331,-0.004221,-0.005275
19300317,0.012839,0.009220,,0.019238,0.012259,0.008185,0.010947,0.005217,0.009621,0.005928,0.011017,0.012774,0.013866
19300318,0.009799,0.012583,,0.023918,0.013576,0.009974,0.015850,0.008115,0.008684,0.010588,0.009329,0.011012,0.009426
19300319,0.003779,0.004643,,0.008026,-0.007471,0.012062,0.005963,0.005874,0.003210,0.007861,0.002060,0.001434,0.004196
19300320,0.005289,0.001193,,-0.006532,0.005048,-0.003780,0.001249,0.007206,0.001877,0.003296,0.000798,0.004963,0.006245
19300321,0.005646,0.006160,,-0.005522,0.010275,0.003877,0.006838,0.005827,0.017815,0.004546,0.007065,0.005346,0.005127
19300322,-0.008402,-0.003894,,0.007539,0.000882,-0.008701,-0.002745,-0.005026,-0.005070,-0.005648,-0.003409,-0.006581,-0.009960
19300324,0.009737,0.015904,,0.020342,0.017581,0.027889,0.018054,0.019629,0.012055,0.012142,0.007582,0.009876,0.009060
19300325,0.000277,0.002207,,-0.004488,-0.000674,0.005512,0.000707,0.007625,-0.005540,0.003601,0.002096,0.000187,-0.000087
19300326,0.009928,0.004832,,0.006564,0.016297,-0.002994,0.002996,-0.002159,0.000838,-0.000571,0.003509,0.007023,0.012946
19300327,-0.001635,0.002624,,0.009108,-0.006938,-0.004836,-0.001897,-0.004311,0.009305,-0.001245,0.000443,-0.003824,-0.001702
19300328,0.008737,0.004573,,0.005495,0.006200,0.002704,0.009313,0.004949,0.008155,0.010923,0.001157,0.011319,0.009035
19300329,0.008332,0.013630,,0.022270,0.026204,0.009007,-0.000204,0.010228,-0.000295,0.004036,0.003727,0.004967,0.010121
19300331,0.003069,0.007326,,-0.000525,0.015868,0.004978,0.003097,0.005885,0.010573,0.006588,0.002408,0.002873,0.002516
19300401,0.007509,0.005833,,0.010267,0.002142,0.007477,0.000697,0.008326,0.002628,0.003661,0.011845,0.007911,0.007581
19300402,-0.009660,-0.007079,,-0.008590,-0.012803,-0.003573,-0.006396,-0.012064,-0.009131,-0.008598,-0.006625,-0.010310,-0.010042
19300403,0.003016,0.000686,,-0.000735,0.011648,0.002426,-0.002055,0.000034,0.006865,0.001995,0.000071,-0.001182,0.004292
19300404,0.010545,0.005928,,0.004728,0.005319,0.008815,0.000731,0.007699,0.001388,0.006714,0.005078,0.005488,0.013292
19300405,0.004955,0.000631,,-0.002666,-0.006492,0.004363,-0.001864,-0.000234,0.002759,-0.001083,0.000076,0.002359,0.006860
19300407,-0.000210,0.003338,,-0.000499,0.007660,0.001295,0.006276,0.002802,0.018295,-0.000076,0.006276,-0.000169,-0.001994
19300408,-0.006294,-0.005879,,-0.007562,-0.013337,-0.004896,-0.005547,-0.008373,-0.007723,-0.003262,-0.006465,-0.006389,-0.006344
19300409,0.012792,0.009534,,0.014382,0.016833,0.015691,0.009791,0.007112,0.008480,0.008493,0.001705,0.008275,0.015576
19300410,0.000427,0.002276,,0.003193,0.004884,-0.004478,0.003108,0.006902,-0.001010,0.009210,0.000030,-0.001561,0.000324
19300411,-0.003551,-0.001990,,0.001954,0.000542,-0.001494,-0.000424,-0.003236,-0.002145,-0.003245,-0.003200,-0.002055,-0.004129
19300412,0.000127,0.000669,,-0.003572,0.004656,-0.002698,0.009183,-0.001504,-0.002636,-0.000725,-0.001391,-0.003007,0.001075
19300414,-0.002536,0.000579,,-0.001283,0.002034,0.006615,-0.000085,0.003774,-0.005540,0.004957,-0.002590,-0.000604,-0.003639
19300415,-0.000158,-0.002690,,-0.003928,-0.010640,-0.000980,-0.003784,0.001816,-0.001690,-0.007857,-0.003528,-0.001515,0.001143
19300416,-0.007162,-0.008033,,-0.031674,-0.006671,-0.003970,-0.011322,-0.010680,-0.003226,-0.005935,-0.003903,-0.005241,-0.007971
19300417,0.005075,0.004771,,0.008170,0.001372,-0.004995,0.004355,0.003633,0.015831,0.002970,0.001188,0.003064,0.005802
19300421,-0.015165,-0.007714,,-0.006522,0.001807,-0.008530,-0.006758,-0.013151,-0.004035,-0.011073,-0.013963,-0.013165,-0.016928
19300422,0.004522,-0.000239,,-0.005730,-0.002020,-0.009794,0.004697,0.000598,0.004111,-0.001038,0.001080,0.006250,0.005160
19300423,0.003574,0.003831,,0.006248,0.005136,0.004860,-0.002856,0.002599,0.001812,0.003345,0.003972,0.006901,0.002868
19300424,-0.008208,-0.008698,,-0.010901,-0.002489,0.002813,-0.011724,-0.008858,-0.009423,-0.011100,-0.007374,-0.008907,-0.008101
19300425,-0.002141,-0.005369,,-0.007153,-0.004233,-0.009259,-0.007494,-0.000049,-0.006129,-0.007774,-0.010989,-0.002562,-0.000337
19300426,0.000160,-0.001143,,-0.007184,-0.007057,-0.004157,-0.004478,-0.005111,-0.004245,-0.004998,-0.003384,0.001388,0.001063
19300428,-0.021062,-0.020674,,-0.025356,-0.022684,-0.021502,-0.029574,-0.020346,-0.021302,-0.020412,-0.013529,-0.022472,-0.021468
19300429,-0.004537,-0.011631,,-0.022389,-0.020524,-0.015278,-0.007225,-0.014463,-0.017677,-0.011187,-0.007359,-0.008254,-0.001836
19300430,0.007755,0.008835,,0.012304,0.014236,0.007315,0.011682,0.012396,0.016618,0.012891,-0.001857,0.007503,0.007850
19300501,-0.019202,-0.010995,,0.005072,-0.006758,-0.015143,-0.013218,-0.014826,-0.017558,-0.016581,-0.010639,-0.017245,-0.021143
19300502,-0.024812,-0.022462,,-0.043042,-0.027111,-0.028444,-0.024911,-0.027291,-0.026565,-0.016895,-0.016157,-0.026490,-0.025575
19300503,-0.031555,-0.036231,,-0.043829,-0.051639,-0.045822,-0.041454,-0.033479,-0.044579,-0.041658,-0.036723,-0.028460,-0.030035
19300505,-0.001694,-0.024368,,-0.050350,-0.039737,-0.034679,-0.032277,-0.031446,-0.022016,-0.012231,-0.015515,-0.012612,0.005668
19300506,0.031604,0.042018,,0.044577,0.045881,0.053652,0.049710,0.044955,0.045969,0.036963,0.033677,0.040087,0.027653
19300507,-0.009224,0.000627,,0.018050,0.013313,0.018173,-0.005426,0.003966,-0.005611,-0.006099,-0.004242,-0.010009,-0.010758
19300508,0.002800,-0.000479,,-0.000161,-0.000741,-0.002675,-0.009199,-0.006174,0.002354,-0.001017,-0.001080,0.005694,0.003295
19300509,0.009988,0.008272,,0.014466,0.006859,0.006905,0.009361,0.007338,0.008031,0.008179,0.007284,0.007862,0.011070
19300510,0.013957,0.011485,,0.002869,0.006374,0.013820,0.016604,0.013776,0.011389,0.007303,0.010575,0.012638,0.015180
19300512,-0.000362,0.004198,,0.010787,0.001471,0.001610,0.001597,0.004051,0.005637,0.003166,0.003444,0.002403,-0.002018
19300513,0.010057,0.006486,,0.004943,0.002975,0.008430,0.003888,0.006471,0.006451,0.008567,0.007083,0.007030,0.011544
19300514,0.005916,0.004783,,-0.005366,0.002589,0.009176,0.016454,0.012849,0.005635,0.001687,0.004568,0.009259,0.005176
